0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000008,0.000005,-0.000037,-0.000021,0.000025,0.000003,-0.000190,-0.000093,-0.000047,-0.000131,-0.004294,-0.005640,0.006861,-0.005136,0.000374,
0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000001,-0.000001,-0.000037,0.000028,-0.000053,-0.000009,0.000042,-0.000009,-0.000254,-0.000090,-0.000225,-0.000384,-0.003982,-0.004899,0.004319,-0.002252,-0.001198,
0.000000,-0.000000,-0.000000,-0.000000,-0.000001,-0.000001,-0.000001,-0.000030,0.000020,-0.000045,0.000001,0.000036,-0.000023,-0.000191,-0.000080,-0.000242,-0.000383,-0.003726,-0.004915,0.003660,-0.001681,-0.001458,
0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000012,-0.000006,0.000062,0.000037,-0.000052,-0.000011,0.000290,0.000179,0.000207,0.000538,0.002025,0.001273,-0.001152,0.000775,0.003777,
0.000000,0.000000,-0.000000,-0.000001,-0.000002,-0.000001,-0.000001,-0.000021,0.000015,-0.000012,0.000003,0.000010,-0.000011,-0.000044,-0.000018,-0.000116,-0.000148,-0.001909,-0.003085,0.001138,0.000067,-0.000142,
0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000005,-0.000002,0.000005,0.000004,-0.000004,0.000000,0.000026,0.000018,0.000022,0.000049,0.000369,0.000448,-0.000590,0.000512,0.000305,
0.000000,0.000000,0.000001,-0.000001,-0.000001,0.000000,0.000000,0.000006,-0.000003,0.000004,-0.000002,-0.000002,0.000005,0.000019,0.000006,0.000030,0.000042,0.000763,0.001080,-0.001904,0.001800,0.000373,
-0.000000,-0.000000,-0.000000,-0.000000,-0.000001,-0.000000,-0.000000,-0.000008,0.000006,0.000006,-0.000002,-0.000006,-0.000000,0.000025,0.000008,-0.000002,0.000053,-0.000065,-0.000399,-0.000122,0.000289,0.000345,
-0.000000,0.000000,0.000000,-0.000001,-0.000001,-0.000000,-0.000000,-0.000004,0.000004,-0.000007,-0.000005,0.000007,0.000004,-0.000036,-0.000020,-0.000056,-0.000104,-0.000959,-0.001367,0.000009,0.000437,-0.001097,
-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000005,-0.000004,-0.000001,-0.000009,0.000004,0.000004,-0.000004,-0.000022,0.000017,0.000012,0.000209,0.000410,-0.000431,0.000347,0.000331,
-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000001,-0.000002,0.000003,0.000005,-0.000005,0.000001,-0.000009,0.000009,-0.000043,-0.000182,-0.000895,0.001033,-0.000025,
0.000000,0.000000,0.000000,-0.000001,-0.000001,0.000000,-0.000000,0.000003,-0.000000,0.000002,-0.000004,0.000000,0.000007,0.000004,-0.000001,0.000031,0.000041,0.000725,0.000950,-0.002470,0.002451,0.000810,
-0.000000,0.000000,0.000000,-0.000001,-0.000001,0.000000,-0.000000,0.000006,-0.000003,-0.000006,-0.000006,0.000008,0.000011,-0.000027,-0.000010,0.000017,0.000001,0.000281,0.000547,-0.001899,0.001899,-0.000016,
