0.001381,-0.000197,0.000319,0.000072,0.001439,0.000876,-0.001670,-0.002613,-0.002612,0.003850,0.023140,-0.014361,0.011986,0.022950,
0.001825,-0.000914,-0.000757,0.001237,-0.001172,0.001507,-0.004001,-0.005648,-0.008269,0.012026,-0.015098,0.014919,-0.026459,0.004711,
0.000694,-0.000179,0.000287,0.000127,0.000323,-0.002518,-0.000160,-0.003592,-0.000186,-0.002664,0.028615,0.020639,-0.052736,-0.047752,
0.003376,-0.001877,0.002917,-0.000462,-0.000659,0.000607,-0.005248,-0.004926,-0.000820,0.018978,-0.019028,0.022672,-0.031994,0.042414,
0.003402,-0.001977,0.001393,-0.000193,-0.000933,0.004301,-0.012511,-0.009372,-0.008675,0.021000,0.011872,-0.010264,-0.001467,-0.011267,
0.000561,-0.001106,0.004591,0.000029,-0.003288,-0.009238,0.008974,0.002019,0.007535,0.022445,-0.070147,0.024774,0.005452,0.145594,
0.002135,-0.001569,0.001851,-0.000924,-0.000021,0.004753,-0.012909,-0.005160,-0.003008,0.035482,-0.057468,-0.004384,0.041025,0.069955,
0.001241,-0.001147,0.000717,-0.000151,0.000101,-0.000492,0.003252,-0.001487,-0.003422,-0.003997,0.002637,-0.010620,0.012646,-0.024289,
0.000490,-0.001176,0.000867,0.001505,-0.003448,-0.002626,0.000268,0.000076,-0.004826,-0.013096,0.044102,-0.025516,0.019304,-0.054667,
-0.000755,0.000774,-0.000254,0.000276,-0.002219,-0.004393,0.003523,0.001252,0.006432,-0.006979,0.003232,-0.019257,0.051250,0.042708,
0.000110,-0.000234,0.001006,-0.000896,0.001257,-0.003003,0.000940,-0.001890,-0.004104,-0.006180,0.026991,-0.005670,-0.016279,-0.034306,
-0.000280,0.000467,0.000691,-0.000249,-0.002188,-0.004552,0.004481,0.001292,0.010771,-0.003516,-0.006263,-0.025256,0.049855,0.050955,
0.002398,-0.002068,-0.000680,-0.000518,0.000579,0.010365,-0.015415,-0.009869,-0.012782,0.032923,-0.026288,-0.005136,0.051157,0.054741,
0.000977,-0.001207,0.000873,-0.000548,0.000889,-0.001757,0.002102,-0.000760,-0.002969,-0.014338,0.035337,-0.011030,0.000833,-0.002040,
0.000860,-0.000485,0.000515,-0.000660,0.000432,0.000162,-0.003477,-0.002703,-0.004398,0.011060,-0.009991,-0.000651,0.006218,0.016834,
0.000854,-0.000920,0.001204,0.000287,0.000247,-0.000662,-0.004626,-0.001771,-0.002751,0.007179,-0.003933,-0.010986,0.013797,-0.001646,
0.001204,-0.001390,0.001128,-0.000014,0.000070,-0.002290,-0.001523,0.000102,-0.005241,-0.003743,0.016477,-0.005010,0.002586,-0.018472,
0.000516,-0.000160,-0.000079,-0.001058,0.000008,-0.001578,0.001007,-0.000115,0.004092,-0.009150,0.009415,0.007802,-0.015801,-0.036626,
0.000582,-0.001178,0.000792,-0.000487,-0.000561,-0.007713,0.012770,0.004891,0.004987,-0.048319,0.076181,-0.025455,0.008023,-0.048444,
-0.002515,0.003392,-0.001024,-0.002921,0.001073,-0.003612,0.003639,-0.002304,0.013710,-0.003554,-0.016779,0.028780,-0.032100,-0.013606,
-0.000421,0.000451,0.000107,-0.000528,-0.000054,-0.001169,0.001389,0.002688,0.009298,-0.011339,0.001990,-0.022896,0.052535,0.022496,
-0.001073,0.001187,0.000645,-0.001287,-0.000234,-0.007295,0.005717,0.007618,0.019875,-0.016878,-0.010156,0.007431,-0.013131,-0.022618,
0.001291,-0.001161,-0.000255,-0.000350,0.000044,0.003753,-0.006453,-0.005382,-0.008400,0.017606,-0.011530,0.016803,-0.024579,-0.016246,
0.000102,0.000433,0.000610,-0.000856,0.000591,0.003795,-0.004887,-0.002870,-0.002444,0.021867,-0.027146,0.019743,-0.015875,0.040149,
-0.001082,0.001910,-0.000898,-0.000887,-0.001910,-0.001150,0.001868,0.000629,0.017251,0.015556,-0.073809,-0.025626,0.081395,0.073527,
0.001603,-0.002181,0.000727,-0.000441,0.000515,-0.004010,0.005052,0.001692,-0.001626,-0.024466,0.052378,0.002393,-0.026213,-0.063490,
0.000482,-0.000583,0.001116,-0.001479,0.000936,-0.003937,0.003388,0.002825,0.006142,-0.014292,0.014090,0.018904,-0.040231,-0.040647,
0.000979,-0.001311,0.000896,-0.000990,0.000880,-0.003417,0.004819,0.000470,-0.002405,-0.006784,0.020681,0.012880,-0.040088,-0.039173,
-0.000447,0.000732,0.000156,-0.000773,-0.000081,-0.004169,0.001172,0.004983,0.005438,-0.003401,-0.023119,0.025349,-0.031119,-0.027477,
0.000044,0.000340,0.001638,-0.001404,0.000961,-0.001866,0.003129,0.002094,0.003085,0.005163,-0.011605,0.025593,-0.035753,0.039953,
0.000616,-0.000901,0.000190,-0.000716,0.000205,-0.001048,-0.000206,0.000264,-0.000950,-0.001794,0.011348,0.005080,-0.007024,0.005715,
0.001452,-0.001998,0.000084,0.000188,-0.000115,-0.000312,-0.001975,-0.001568,-0.006108,0.007215,0.012217,0.024144,-0.053271,-0.038840,
0.001600,-0.002386,-0.000223,0.000819,-0.000257,-0.000330,-0.002183,-0.000775,-0.005677,0.008283,0.006384,-0.005372,-0.005865,-0.018134,
0.000534,-0.000837,-0.000206,-0.001316,0.000006,-0.001038,0.001627,-0.000261,0.001743,-0.003294,0.007275,-0.002048,0.002751,0.016509,
