0.1239,0.7655,1.8666,1.7051,0.6704,0.4708,1.0975,1.3047,0.7793,1.5959,1.1560,
0.1164,0.7727,1.8731,1.6976,0.6760,0.4706,1.0905,1.3126,0.7825,1.6027,1.1487,
0.1098,0.7790,1.8783,1.6911,0.6803,0.4688,1.0857,1.3193,0.7821,1.6082,1.1425,
0.1044,0.7858,1.8826,1.6851,0.6849,0.4700,1.0864,1.3252,0.7796,1.6131,1.1366,
0.1003,0.7929,1.8860,1.6793,0.6880,0.4683,1.0902,1.3310,0.7746,1.6169,1.1316,
0.0966,0.7998,1.8892,1.6737,0.6910,0.4676,1.0948,1.3367,0.7683,1.6202,1.1266,
0.0932,0.8067,1.8919,1.6680,0.6928,0.4665,1.1000,1.3427,0.7612,1.6228,1.1221,
0.0900,0.8138,1.8937,1.6623,0.6944,0.4663,1.1061,1.3488,0.7534,1.6252,1.1175,
0.0869,0.8209,1.8948,1.6564,0.6956,0.4659,1.1128,1.3550,0.7451,1.6275,1.1129,
0.0835,0.8277,1.8962,1.6506,0.6970,0.4657,1.1190,1.3611,0.7366,1.6296,1.1081,
0.0804,0.8345,1.8966,1.6448,0.6972,0.4646,1.1260,1.3672,0.7277,1.6314,1.1035,
0.0775,0.8415,1.8968,1.6389,0.6970,0.4639,1.1333,1.3733,0.7188,1.6328,1.0989,
0.0746,0.8489,1.8967,1.6329,0.6966,0.4627,1.1410,1.3797,0.7095,1.6339,1.0945,
0.0715,0.8562,1.8953,1.6264,0.6944,0.4615,1.1489,1.3867,0.6999,1.6342,1.0902,
0.0687,0.8636,1.8946,1.6202,0.6932,0.4607,1.1572,1.3934,0.6908,1.6348,1.0859,
0.0656,0.8711,1.8944,1.6137,0.6925,0.4603,1.1655,1.4004,0.6818,1.6356,1.0813,
0.0620,0.8779,1.8942,1.6068,0.6913,0.4618,1.1726,1.4077,0.6725,1.6359,1.0767,
0.0581,0.8842,1.8943,1.6000,0.6906,0.4642,1.1788,1.4145,0.6637,1.6364,1.0721,
0.0542,0.8906,1.8938,1.5931,0.6894,0.4667,1.1848,1.4215,0.6549,1.6369,1.0675,
0.0504,0.8970,1.8938,1.5860,0.6884,0.4704,1.1913,1.4288,0.6457,1.6370,1.0626,
0.0470,0.9035,1.8940,1.5790,0.6880,0.4738,1.1984,1.4359,0.6364,1.6374,1.0576,
0.0439,0.9105,1.8943,1.5719,0.6882,0.4776,1.2061,1.4432,0.6271,1.6379,1.0527,
0.0409,0.9176,1.8947,1.5648,0.6882,0.4809,1.2139,1.4507,0.6176,1.6381,1.0480,
0.0377,0.9248,1.8947,1.5577,0.6882,0.4852,1.2217,1.4583,0.6080,1.6384,1.0430,
0.0338,0.9314,1.8946,1.5503,0.6879,0.4905,1.2280,1.4662,0.5981,1.6380,1.0380,
0.0303,0.9388,1.8950,1.5428,0.6872,0.4945,1.2353,1.4741,0.5880,1.6376,1.0330,
0.0269,0.9463,1.8956,1.5353,0.6873,0.4992,1.2431,1.4820,0.5779,1.6373,1.0276,
0.0235,0.9530,1.8962,1.5278,0.6873,0.5034,1.2505,1.4897,0.5681,1.6375,1.0220,
0.0200,0.9598,1.8971,1.5201,0.6872,0.5074,1.2578,1.4978,0.5582,1.6374,1.0161,
0.0160,0.9664,1.8973,1.5121,0.6864,0.5122,1.2649,1.5060,0.5479,1.6368,1.0098,
0.0114,0.9725,1.8982,1.5041,0.6859,0.5169,1.2706,1.5142,0.5372,1.6356,1.0037,
0.0063,0.9780,1.8987,1.4960,0.6845,0.5205,1.2758,1.5227,0.5265,1.6342,0.9974,
0.0012,0.9835,1.8999,1.4879,0.6844,0.5247,1.2807,1.5308,0.5166,1.6338,0.9908,
6.2792,0.9888,1.9017,1.4797,0.6848,0.5295,1.2859,1.5388,0.5070,1.6339,0.9839,
6.2739,0.9942,1.9031,1.4717,0.6847,0.5332,1.2909,1.5467,0.4979,1.6344,0.9769,
6.2682,0.9994,1.9043,1.4640,0.6841,0.5366,1.2952,1.5546,0.4890,1.6348,0.9700,
6.2630,1.0051,1.9059,1.4564,0.6844,0.5402,1.3000,1.5625,0.4807,1.6357,0.9632,
6.2574,1.0103,1.9079,1.4490,0.6858,0.5439,1.3049,1.5699,0.4726,1.6371,0.9559,
6.2507,1.0131,1.9099,1.4415,0.6867,0.5491,1.3064,1.5774,0.4639,1.6377,0.9486,
6.2436,1.0153,1.9115,1.4340,0.6873,0.5539,1.3079,1.5849,0.4549,1.6385,0.9412,
6.2365,1.0182,1.9126,1.4266,0.6876,0.5584,1.3091,1.5924,0.4459,1.6390,0.9341,
6.2290,1.0208,1.9134,1.4192,0.6876,0.5630,1.3097,1.6003,0.4370,1.6395,0.9272,
6.2203,1.0216,1.9155,1.4111,0.6878,0.5684,1.3078,1.6088,0.4273,1.6385,0.9202,
6.2116,1.0225,1.9174,1.4027,0.6884,0.5745,1.3067,1.6173,0.4174,1.6379,0.9124,
6.2029,1.0239,1.9198,1.3945,0.6899,0.5791,1.3056,1.6254,0.4078,1.6376,0.9047,
