0.0337, 0.5346, 0.5697, 0.0682, 0.2442, 0.3373, -0.1662, 0.0463, 0.4218, 0.1203
0.0347, 0.5336, 0.5687, 0.0672, 0.2452, 0.3363, -0.1652, 0.0453, 0.4228, 0.1213
0.0356, 0.5341, 0.5694, 0.0664, 0.2461, 0.3369, -0.1643, 0.0444, 0.4235, 0.1222
0.0365, 0.5346, 0.5701, 0.0655, 0.2471, 0.3374, -0.1633, 0.0435, 0.4243, 0.1232
0.0373, 0.5353, 0.5709, 0.0646, 0.2480, 0.3380, -0.1624, 0.0425, 0.4252, 0.1241
0.0382, 0.5362, 0.5718, 0.0638, 0.2490, 0.3386, -0.1614, 0.0416, 0.4261, 0.1251
0.0391, 0.5370, 0.5727, 0.0631, 0.2500, 0.3393, -0.1605, 0.0407, 0.4270, 0.1260
0.0400, 0.5380, 0.5736, 0.0625, 0.2510, 0.3399, -0.1596, 0.0398, 0.4279, 0.1269
0.0409, 0.5389, 0.5746, 0.0622, 0.2520, 0.3407, -0.1587, 0.0388, 0.4288, 0.1279
0.0419, 0.5398, 0.5756, 0.0620, 0.2530, 0.3415, -0.1578, 0.0379, 0.4298, 0.1289
0.0428, 0.5407, 0.5766, 0.0620, 0.2540, 0.3423, -0.1568, 0.0369, 0.4308, 0.1299
0.0437, 0.5417, 0.5776, 0.0622, 0.2550, 0.3432, -0.1559, 0.0359, 0.4318, 0.1309
0.0447, 0.5427, 0.5786, 0.0625, 0.2560, 0.3440, -0.1550, 0.0349, 0.4327, 0.1319
0.0456, 0.5437, 0.5797, 0.0629, 0.2571, 0.3449, -0.1540, 0.0339, 0.4338, 0.1329
0.0466, 0.5446, 0.5807, 0.0635, 0.2581, 0.3457, -0.1531, 0.0329, 0.4348, 0.1338
0.0475, 0.5456, 0.5818, 0.0641, 0.2592, 0.3466, -0.1522, 0.0319, 0.4358, 0.1348
0.0484, 0.5466, 0.5829, 0.0648, 0.2602, 0.3475, -0.1514, 0.0309, 0.4369, 0.1359
0.0493, 0.5476, 0.5839, 0.0656, 0.2613, 0.3485, -0.1505, 0.0299, 0.4380, 0.1369
0.0502, 0.5486, 0.5850, 0.0665, 0.2624, 0.3494, -0.1497, 0.0289, 0.4391, 0.1379
0.0511, 0.5496, 0.5862, 0.0674, 0.2636, 0.3505, -0.1489, 0.0278, 0.4402, 0.1389
0.0520, 0.5506, 0.5873, 0.0684, 0.2647, 0.3515, -0.1480, 0.0268, 0.4413, 0.1400
0.0530, 0.5516, 0.5884, 0.0694, 0.2658, 0.3525, -0.1472, 0.0258, 0.4424, 0.1410
0.0539, 0.5527, 0.5896, 0.0705, 0.2670, 0.3535, -0.1465, 0.0247, 0.4436, 0.1421
0.0548, 0.5537, 0.5907, 0.0716, 0.2681, 0.3546, -0.1457, 0.0237, 0.4448, 0.1432
0.0558, 0.5548, 0.5919, 0.0727, 0.2693, 0.3557, -0.1451, 0.0226, 0.4459, 0.1442
0.0567, 0.5559, 0.5930, 0.0738, 0.2705, 0.3568, -0.1444, 0.0216, 0.4471, 0.1453
0.0577, 0.5570, 0.5942, 0.0749, 0.2716, 0.3579, -0.1437, 0.0205, 0.4482, 0.1463
0.0586, 0.5581, 0.5954, 0.0761, 0.2728, 0.3589, -0.1431, 0.0195, 0.4494, 0.1474
0.0595, 0.5592, 0.5966, 0.0773, 0.2740, 0.3600, -0.1424, 0.0184, 0.4505, 0.1485
0.0605, 0.5603, 0.5978, 0.0785, 0.2752, 0.3611, -0.1418, 0.0173, 0.4517, 0.1495
0.0614, 0.5614, 0.5990, 0.0797, 0.2764, 0.3622, -0.1412, 0.0162, 0.4529, 0.1506
0.0623, 0.5626, 0.6002, 0.0810, 0.2776, 0.3634, -0.1406, 0.0151, 0.4541, 0.1516
0.0633, 0.5637, 0.6014, 0.0823, 0.2788, 0.3645, -0.1401, 0.0140, 0.4553, 0.1527
0.0642, 0.5648, 0.6027, 0.0835, 0.2800, 0.3657, -0.1396, 0.0129, 0.4565, 0.1538
0.0647, 0.5658, 0.6039, 0.0848, 0.2810, 0.3665, -0.1390, 0.0119, 0.4577, 0.1546
0.0653, 0.5669, 0.6051, 0.0860, 0.2820, 0.3674, -0.1385, 0.0108, 0.4588, 0.1555
0.0657, 0.5679, 0.6063, 0.0873, 0.2830, 0.3683, -0.1379, 0.0098, 0.4599, 0.1563
0.0663, 0.5689, 0.6075, 0.0885, 0.2840, 0.3692, -0.1374, 0.0087, 0.4611, 0.1572
0.0669, 0.5700, 0.6087, 0.0898, 0.2851, 0.3702, -0.1369, 0.0077, 0.4623, 0.1580
0.0676, 0.5712, 0.6100, 0.0912, 0.2862, 0.3713, -0.1366, 0.0065, 0.4635, 0.1590
0.0682, 0.5723, 0.6113, 0.0925, 0.2872, 0.3723, -0.1362, 0.0054, 0.4647, 0.1598
0.0688, 0.5734, 0.6126, 0.0938, 0.2884, 0.3734, -0.1358, 0.0043, 0.4659, 0.1608
0.0697, 0.5746, 0.6139, 0.0952, 0.2896, 0.3745, -0.1356, 0.0032, 0.4672, 0.1618
0.0704, 0.5757, 0.6152, 0.0965, 0.2907, 0.3757, -0.1354, 0.0020, 0.4684, 0.1627
0.0712, 0.5770, 0.6165, 0.0978, 0.2919, 0.3768, -0.1352, 0.0009, 0.4697, 0.1636
0.0720, 0.5782, 0.6178, 0.0992, 0.2931, 0.3781, -0.1351, -0.0003, 0.4710, 0.1646
0.0727, 0.5794, 0.6191, 0.1006, 0.2942, 0.3793, -0.1350, -0.0014, 0.4722, 0.1654
0.0736, 0.5806, 0.6205, 0.1019, 0.2954, 0.3805, -0.1350, -0.0026, 0.4735, 0.1664
0.0745, 0.5818, 0.6218, 0.1032, 0.2967, 0.3819, -0.1351, -0.0038, 0.4748, 0.1674
0.0756, 0.5830, 0.6232, 0.1046, 0.2980, 0.3833, -0.1354, -0.0050, 0.4761, 0.1685
0.0767, 0.5842, 0.6245, 0.1060, 0.2993, 0.3847, -0.1359, -0.0063, 0.4775, 0.1696
0.0774, 0.5854, 0.6259, 0.1073, 0.3005, 0.3860, -0.1361, -0.0074, 0.4788, 0.1705
0.0783, 0.5866, 0.6272, 0.1087, 0.3018, 0.3873, -0.1366, -0.0086, 0.4801, 0.1715
0.0791, 0.5878, 0.6286, 0.1100, 0.3030, 0.3886, -0.1369, -0.0098, 0.4814, 0.1724
0.0799, 0.5890, 0.6299, 0.1113, 0.3043, 0.3900, -0.1373, -0.0110, 0.4827, 0.1734
0.0807, 0.5901, 0.6313, 0.1126, 0.3055, 0.3913, -0.1378, -0.0121, 0.4840, 0.1743
0.0810, 0.5912, 0.6325, 0.1139, 0.3065, 0.3924, -0.1380, -0.0131, 0.4852, 0.1750
0.0814, 0.5924, 0.6338, 0.1152, 0.3075, 0.3936, -0.1383, -0.0142, 0.4864, 0.1758
0.0819, 0.5935, 0.6351, 0.1165, 0.3086, 0.3948, -0.1388, -0.0153, 0.4876, 0.1765
0.0823, 0.5946, 0.6363, 0.1177, 0.3096, 0.3960, -0.1392, -0.0163, 0.4888, 0.1773
0.0824, 0.5958, 0.6375, 0.1190, 0.3105, 0.3970, -0.1394, -0.0172, 0.4900, 0.1778
0.0827, 0.5969, 0.6388, 0.1202, 0.3114, 0.3982, -0.1398, -0.0182, 0.4912, 0.1785
0.0827, 0.5981, 0.6400, 0.1214, 0.3122, 0.3992, -0.1399, -0.0191, 0.4923, 0.1790
