0.0020,0.0029,-0.0005,0.0002,0.0080,-0.0439,0.0177,-0.1204,0.0414,0.0192,-0.0000,-0.0068,0.0413,-0.1153,0.0294,-0.0431,0.1112,-0.0910,-0.0000,0.0000,-0.0005,-0.0001,0.0004,0.0019,0.0008,0.0002,0.0093,-0.0054,0.0000,0.0002,-0.0000,0.0004,0.0022,0.0013,0.0085,0.0010,-0.0007,0.0041,0.0001,-0.0004,-0.0000,
0.0037,-0.0001,0.0016,-0.0000,0.0011,-0.0015,0.0053,-0.0098,-0.0362,-0.0164,-0.0019,-0.0009,0.0060,0.0024,0.0048,0.0207,0.0571,-0.0423,0.0000,-0.0000,-0.0002,-0.0001,0.0008,-0.0037,0.0003,0.0008,-0.0086,0.0014,0.0000,0.0001,-0.0000,0.0003,0.0003,0.0006,0.0111,0.0002,-0.0001,0.0026,-0.0027,0.0034,0.0000,
-0.0003,-0.0028,-0.0011,0.0002,-0.0040,0.0347,0.0095,0.0431,-0.0900,-0.0304,-0.0045,0.0036,-0.0627,0.0889,0.0189,0.0666,0.0174,-0.0634,0.0000,-0.0000,-0.0010,0.0002,0.0001,0.0017,0.0007,0.0013,-0.0112,0.0010,-0.0001,-0.0000,-0.0000,0.0006,0.0009,-0.0001,0.0051,0.0004,0.0001,0.0042,-0.0048,0.0019,-0.0000,
-0.0008,-0.0027,-0.0005,0.0005,-0.0067,0.0416,0.0083,0.0401,-0.0575,-0.0318,-0.0068,0.0058,-0.0635,0.0692,0.0201,0.0644,-0.0145,-0.0358,0.0000,-0.0001,-0.0002,0.0001,0.0007,0.0001,0.0006,0.0012,-0.0075,0.0004,-0.0002,0.0000,0.0000,-0.0003,0.0008,-0.0003,0.0036,0.0003,0.0003,0.0049,-0.0053,0.0011,0.0000,
0.0002,0.0008,0.0001,0.0005,-0.0075,0.0272,0.0080,-0.0152,-0.0289,-0.0272,-0.0069,0.0060,-0.0386,0.0449,0.0132,0.0575,0.0266,-0.0400,0.0000,-0.0001,-0.0003,0.0002,0.0002,-0.0007,0.0001,0.0001,-0.0018,0.0002,-0.0003,0.0000,0.0000,-0.0001,0.0010,-0.0005,0.0017,0.0001,0.0004,0.0014,-0.0014,-0.0008,0.0000,
0.0001,0.0010,0.0003,-0.0007,0.0140,-0.0552,0.0079,-0.0169,0.0057,0.0044,0.0047,-0.0101,0.0390,-0.0352,0.0163,-0.0332,0.0239,0.0214,-0.0000,-0.0001,0.0000,0.0003,0.0000,-0.0011,0.0002,0.0001,0.0004,0.0001,-0.0000,0.0001,0.0001,-0.0003,0.0003,-0.0001,0.0009,-0.0003,0.0002,-0.0007,0.0012,-0.0007,0.0000,
0.0002,0.0005,0.0002,0.0002,-0.0034,0.0098,0.0060,0.0366,-0.0002,0.0012,-0.0133,0.0024,-0.0322,0.0076,0.0272,0.0320,-0.0184,-0.0063,-0.0000,0.0000,0.0002,-0.0000,0.0001,-0.0012,-0.0001,0.0000,-0.0011,0.0003,0.0002,0.0003,-0.0001,0.0000,0.0004,0.0000,0.0009,-0.0006,0.0001,-0.0002,0.0009,-0.0008,0.0000,
0.0003,0.0018,0.0006,-0.0006,0.0098,0.0083,0.0409,-0.0227,-0.0079,0.0315,0.0251,-0.0066,-0.0044,-0.0336,0.0066,-0.0084,0.0132,0.0375,0.0000,-0.0001,-0.0005,-0.0001,-0.0001,-0.0013,0.0001,0.0000,0.0046,0.0002,0.0002,0.0002,-0.0001,0.0000,0.0004,0.0000,-0.0017,-0.0003,-0.0002,-0.0002,0.0019,-0.0015,0.0000,
0.0001,0.0013,0.0000,-0.0007,0.0098,-0.0100,0.0258,-0.0219,0.0033,0.0062,0.0068,-0.0070,0.0344,-0.0257,0.0164,-0.0138,0.0083,0.0121,-0.0000,-0.0000,-0.0002,0.0001,-0.0001,-0.0009,0.0001,0.0001,0.0034,0.0011,0.0002,0.0002,-0.0001,0.0004,0.0000,0.0001,-0.0006,-0.0006,-0.0003,-0.0011,0.0026,-0.0016,0.0000,
-0.0002,-0.0003,-0.0001,-0.0008,0.0086,-0.0164,-0.0040,0.0004,0.0085,0.0090,0.0026,-0.0061,0.0249,-0.0195,-0.0073,-0.0065,0.0024,0.0244,0.0000,0.0001,-0.0008,0.0000,-0.0002,-0.0005,0.0001,0.0000,0.0029,0.0008,0.0003,0.0003,-0.0001,0.0009,0.0000,0.0001,-0.0014,-0.0004,-0.0004,-0.0015,0.0022,-0.0003,-0.0000,
0.0000,0.0004,0.0003,0.0011,-0.0088,0.0035,-0.0066,0.0326,0.0209,0.0116,0.0063,0.0065,0.0060,-0.0210,-0.0096,0.0181,0.0003,0.0494,0.0000,0.0002,-0.0011,-0.0001,0.0000,-0.0010,0.0001,0.0001,0.0002,-0.0003,0.0002,0.0004,-0.0002,0.0011,0.0004,-0.0002,0.0002,-0.0004,0.0000,-0.0017,0.0030,-0.0007,-0.0000,
0.0001,-0.0012,-0.0001,-0.0009,0.0071,-0.0003,-0.0079,-0.0076,0.0121,0.0103,0.0052,-0.0056,0.0187,-0.0257,-0.0039,-0.0036,-0.0008,0.0313,0.0000,0.0002,-0.0008,-0.0000,-0.0001,-0.0006,0.0002,0.0002,0.0013,0.0003,-0.0000,0.0002,-0.0002,0.0011,-0.0001,0.0001,-0.0000,0.0000,-0.0001,-0.0014,0.0025,-0.0002,0.0000,
-0.0000,-0.0006,0.0000,-0.0019,0.0130,0.0150,0.0206,-0.0252,0.0150,0.0028,-0.0022,-0.0105,0.0237,-0.0304,-0.0102,-0.0149,-0.0047,0.0364,0.0000,0.0001,-0.0006,0.0001,0.0002,-0.0001,0.0002,0.0002,-0.0025,-0.0006,0.0002,0.0002,-0.0001,0.0004,-0.0002,-0.0003,0.0004,-0.0002,-0.0004,-0.0005,0.0022,-0.0006,0.0000,
-0.0001,-0.0019,0.0001,0.0007,-0.0042,-0.0073,-0.0204,0.0147,0.0147,0.0093,0.0003,0.0033,0.0207,-0.0120,-0.0141,0.0019,0.0124,0.0252,0.0000,0.0003,-0.0002,0.0001,0.0000,-0.0005,0.0001,0.0001,-0.0081,-0.0030,-0.0003,-0.0000,-0.0001,-0.0003,-0.0007,-0.0000,0.0003,0.0003,0.0004,-0.0006,0.0014,0.0002,0.0000,
-0.0003,-0.0018,-0.0002,0.0011,-0.0061,-0.0121,-0.0010,0.0022,0.0230,0.0040,-0.0021,0.0052,0.0095,-0.0251,-0.0144,0.0109,0.0095,0.0330,0.0000,0.0002,-0.0001,-0.0001,0.0002,-0.0007,0.0002,0.0002,-0.0042,-0.0018,-0.0000,0.0000,-0.0001,0.0000,-0.0006,-0.0006,0.0010,0.0000,-0.0001,-0.0008,0.0014,-0.0003,0.0000,
0.0003,0.0030,-0.0002,-0.0035,0.0188,0.0049,0.0010,-0.0906,0.0215,-0.0021,-0.0034,-0.0162,0.0279,-0.0551,-0.0012,-0.0079,0.0153,0.0469,-0.0001,0.0001,0.0005,-0.0003,0.0000,0.0002,0.0002,0.0000,0.0046,0.0013,0.0000,-0.0001,-0.0000,-0.0007,-0.0000,-0.0003,0.0022,-0.0001,0.0009,-0.0018,0.0027,0.0001,0.0000,
-0.0008,-0.0032,-0.0005,-0.0017,0.0091,0.0102,-0.0111,0.0255,0.0039,-0.0047,-0.0056,-0.0082,0.0064,-0.0173,0.0129,0.0026,-0.0159,0.0241,0.0000,0.0002,0.0003,0.0004,0.0001,0.0010,0.0001,-0.0001,-0.0088,-0.0038,-0.0002,0.0000,-0.0001,-0.0006,-0.0012,-0.0005,0.0051,0.0000,0.0003,0.0001,0.0004,-0.0016,-0.0000,
-0.0002,-0.0055,-0.0007,0.0047,-0.0213,-0.0026,-0.0055,0.0525,-0.0109,0.0068,-0.0026,0.0188,-0.0153,0.0290,0.0041,0.0147,-0.0274,-0.0290,-0.0001,0.0002,0.0004,0.0001,0.0002,0.0023,0.0001,0.0002,-0.0198,-0.0078,-0.0001,0.0001,-0.0001,-0.0001,-0.0035,-0.0012,0.0035,0.0002,0.0001,-0.0005,0.0020,0.0000,0.0000,
0.0002,0.0005,0.0000,0.0016,-0.0074,0.0060,-0.0071,0.0148,-0.0020,0.0015,-0.0013,0.0068,-0.0098,0.0217,0.0052,0.0038,-0.0086,-0.0250,-0.0001,0.0001,0.0005,0.0008,0.0003,0.0012,0.0003,0.0003,-0.0098,-0.0039,-0.0002,-0.0000,0.0000,-0.0004,-0.0020,-0.0007,0.0018,0.0001,0.0001,-0.0003,0.0012,-0.0002,0.0000,
0.0004,0.0002,0.0006,0.0027,-0.0104,0.0023,-0.0017,0.0147,0.0101,-0.0039,-0.0032,0.0088,-0.0093,0.0162,0.0010,0.0017,-0.0179,-0.0186,-0.0001,-0.0001,-0.0014,0.0001,0.0001,0.0015,0.0001,0.0004,-0.0071,-0.0028,-0.0001,0.0000,0.0000,0.0008,-0.0025,-0.0007,0.0031,0.0001,-0.0010,-0.0016,0.0015,-0.0008,0.0000,
