-0.811239,
-0.729914,
1.145765,
0.029979,
-0.784415,
-0.701299,
1.172429,
0.058718,
-0.757023,
-0.673692,
1.199448,
0.087226,
-0.737018,
-0.664316,
1.222726,
0.103172,
-0.716721,
-0.657534,
1.247014,
0.120405,
-0.696001,
-0.654284,
1.269405,
0.137470,
-0.684571,
-0.666549,
1.272510,
0.142537,
-0.669932,
-0.676231,
1.277450,
0.149748,
-0.654156,
-0.681943,
1.285320,
0.158717,
-0.639378,
-0.686878,
1.292091,
0.167267,
-0.625841,
-0.690420,
1.297672,
0.175681,
-0.612834,
-0.694005,
1.302847,
0.183150,
-0.602070,
-0.698366,
1.307569,
0.188986,
-0.589434,
-0.699851,
1.314109,
0.196232,
-0.573122,
-0.696081,
1.324320,
0.207130,
-0.560288,
-0.694274,
1.331634,
0.215768,
-0.547292,
-0.692983,
1.338661,
0.223615,
-0.536331,
-0.692221,
1.343477,
0.229817,
-0.525626,
-0.690143,
1.347586,
0.235921,
-0.517734,
-0.688609,
1.349771,
0.239952,
-0.511165,
-0.687221,
1.350624,
0.243009,
-0.508719,
-0.689347,
1.350507,
0.243282,
-0.508823,
-0.692699,
1.348025,
0.241468,
-0.508095,
-0.694681,
1.346438,
0.239991,
-0.507957,
-0.697084,
1.343459,
0.237474,
-0.508312,
-0.699252,
1.340052,
0.234812,
-0.507391,
-0.700345,
1.337507,
0.233021,
-0.508108,
-0.702057,
1.333879,
0.230065,
-0.509973,
-0.704296,
1.329435,
0.226762,
-0.512032,
-0.706880,
1.324796,
0.223324,
-0.510830,
-0.707448,
1.322731,
0.222151,
-0.510226,
-0.708760,
1.320207,
0.220403,
-0.508532,
-0.709032,
1.318118,
0.219663,
-0.506679,
-0.708683,
1.316439,
0.219374,
-0.505732,
-0.708746,
1.314097,
0.218335,
-0.503805,
-0.707832,
1.313339,
0.218593,
-0.500600,
-0.705802,
1.313121,
0.219999,
-0.497634,
-0.703505,
1.313048,
0.221904,
-0.495033,
-0.701185,
1.313130,
0.224128,
-0.492541,
-0.698620,
1.313217,
0.226332,
-0.491165,
-0.696976,
1.312435,
0.227546,
-0.490214,
-0.695601,
1.311220,
0.228549,
-0.491097,
-0.695658,
1.308585,
0.228231,
-0.492784,
-0.695639,
1.305734,
0.227609,
-0.493876,
-0.695406,
1.303271,
0.227371,
-0.494718,
-0.695193,
1.300896,
0.227003,
-0.496753,
-0.695226,
1.298457,
0.226497,
-0.498149,
-0.694965,
1.296728,
0.226601,
-0.499807,
-0.694561,
1.295000,
0.226710,
-0.500311,
-0.692564,
1.295756,
0.228512,
-0.503270,
-0.691457,
1.294840,
0.227640,
-0.505369,
-0.689639,
1.294643,
0.227405,
-0.507762,
-0.688370,
1.294260,
0.226798,
-0.506551,
-0.684977,
1.296411,
0.228953,
-0.504046,
-0.680888,
1.299339,
0.232381,
-0.502831,
-0.677886,
1.301045,
0.234419,
-0.501888,
-0.675028,
1.303044,
0.236309,
-0.498891,
-0.672731,
1.306273,
0.238841,
-0.496718,
-0.670571,
1.308770,
0.240822,
-0.495250,
-0.667926,
1.311212,
0.242912,
-0.493220,
-0.665187,
1.313965,
0.245401,
-0.487239,
-0.658909,
1.319720,
0.251931,
-0.483509,
-0.653227,
1.324029,
0.257338,
-0.479948,
-0.648244,
1.328019,
0.262046,
-0.477043,
-0.643967,
1.331219,
0.265868,
-0.472435,
-0.638660,
1.335167,
0.271659,
-0.469254,
-0.634833,
1.337817,
0.275757,
-0.460931,
-0.628155,
1.342368,
0.284004,
-0.455208,
-0.622308,
1.346023,
0.290975,
-0.450855,
-0.617865,
1.348669,
0.296662,
-0.448335,
-0.613556,
1.351097,
0.301587,
-0.443972,
-0.608173,
1.354940,
0.308260,
-0.434754,
-0.599830,
1.361716,
0.318632,
-0.425341,
-0.591414,
1.368283,
0.329033,
-0.415939,
-0.582713,
1.375169,
0.339314,
-0.405762,
-0.573547,
1.382321,
0.350419,
-0.395593,
-0.563859,
1.389386,
0.362030,
-0.383947,
-0.552568,
1.396489,
0.374968,
-0.374098,
-0.542170,
1.402442,
0.386827,
-0.363872,
-0.531222,
1.408782,
0.399203,
-0.355071,
-0.521831,
1.414625,
0.409964,
-0.348478,
-0.515297,
1.418969,
0.418624,
-0.339159,
-0.507008,
1.424479,
0.429163,
-0.331109,
-0.499285,
1.429554,
0.438634,
-0.324199,
-0.492086,
1.433825,
0.447024,
-0.317943,
-0.484899,
1.437565,
0.454867,
-0.313769,
-0.480182,
1.440586,
0.460745,
-0.310091,
-0.475842,
1.443286,
0.466006,
-0.306560,
-0.471491,
1.445899,
0.471079,
-0.303602,
-0.467595,
1.448053,
0.475610,
-0.300959,
-0.463610,
1.450354,
0.479910,
-0.297542,
-0.459587,
1.452856,
0.484304,
-0.295062,
-0.456624,
1.454895,
0.487808,
-0.293478,
-0.454405,
1.456288,
0.490577,
-0.292774,
-0.452516,
1.457431,
0.492804,
-0.293485,
-0.450836,
1.458466,
0.494102,
-0.294737,
-0.450525,
1.459081,
0.494360,
-0.295739,
-0.450274,
1.459702,
0.494731,
-0.296513,
-0.449894,
1.460962,
0.495438,
-0.297154,
-0.449225,
1.462633,
0.496269,
-0.298070,
-0.449064,
1.463871,
0.496779,
-0.298954,
-0.449113,
1.464843,
0.497271,
-0.300695,
-0.450315,
1.465407,
0.496887,
-0.302227,
-0.451163,
1.465610,
0.497033,
-0.304096,
-0.451820,
1.465768,
0.497129,
-0.305106,
-0.451685,
1.467018,
0.497790,
-0.305826,
-0.451486,
1.468159,
0.498483,
-0.306065,
-0.451076,
1.469530,
0.499190,
-0.306466,
-0.450957,
1.470973,
0.499576,
-0.306840,
-0.450843,
1.472012,
0.499923,
-0.307318,
-0.450406,
1.473041,
0.500441,
-0.307762,
-0.449695,
1.473849,
0.501528,
-0.308073,
-0.448537,
1.474948,
0.503114,
-0.307485,
-0.446961,
1.476140,
0.505373,
-0.305925,
-0.444705,
1.477714,
0.508718,
-0.304897,
-0.443286,
1.479104,
0.511410,
-0.304656,
-0.442624,
1.479797,
0.513053,
-0.303995,
-0.441950,
1.479840,
0.515095,
-0.303774,
-0.441360,
1.480026,
0.516700,
-0.303775,
-0.440839,
1.480366,
0.518198,
-0.304211,
-0.440522,
1.480948,
0.519445,
-0.305482,
-0.440751,
1.481301,
0.520305,
-0.307142,
-0.441256,
1.481521,
0.520909,
-0.308953,
-0.441613,
1.481143,
0.521391,
-0.311042,
-0.442241,
1.480452,
0.521630,
-0.313871,
-0.443125,
1.478488,
0.521233,
-0.316873,
-0.444154,
1.476394,
0.520553,
-0.319200,
-0.444791,
1.475145,
0.520316,
-0.322104,
-0.446362,
1.473662,
0.519353,
-0.325862,
-0.448072,
1.471478,
0.518524,
-0.330351,
-0.450541,
1.468144,
0.516856,
-0.334169,
-0.452808,
1.465538,
0.515365,
-0.339134,
-0.456667,
1.462753,
0.512676,
-0.341870,
-0.458954,
1.461634,
0.511539,
-0.348649,
-0.464562,
1.459228,
0.507525,
-0.354558,
-0.469367,
1.457425,
0.504040,
-0.361085,
-0.474742,
1.455039,
0.499994,
-0.365564,
-0.479554,
1.453377,
0.496903,
-0.368337,
-0.483257,
1.451960,
0.495113,
-0.371576,
-0.487148,
1.450461,
0.493033,
-0.374740,
-0.491010,
1.449131,
0.490925,
-0.377234,
-0.494508,
1.448255,
0.489121,
-0.379084,
-0.497237,
1.447822,
0.487959,
-0.381115,
-0.501390,
1.446605,
0.485778,
-0.381998,
-0.504264,
1.446209,
0.484555,
-0.382989,
-0.506726,
1.445769,
0.483412,
-0.383403,
-0.508421,
1.445955,
0.482605,
-0.382721,
-0.509421,
1.446787,
0.482546,
-0.381806,
-0.510020,
1.448002,
0.482762,
-0.380856,
-0.510542,
1.449246,
0.483069,
-0.379669,
-0.510821,
1.450537,
0.483526,
-0.376909,
-0.510015,
1.452536,
0.485241,
-0.374551,
-0.508979,
1.454764,
0.487053,
-0.371943,
-0.508002,
1.456797,
0.488946,
-0.369432,
-0.506943,
1.458636,
0.490859,
-0.367160,
-0.505978,
1.460405,
0.492575,
-0.364790,
-0.504795,
1.462300,
0.494417,
-0.363758,
-0.504819,
1.463526,
0.495126,
-0.362429,
-0.504723,
1.465079,
0.495894,
-0.360373,
-0.503886,
1.467106,
0.497516,
-0.358239,
-0.503309,
1.469318,
0.498828,
-0.356318,
-0.502933,
1.471571,
0.499746,
-0.355132,
-0.502741,
1.473563,
0.500400,
-0.354293,
-0.502803,
1.475190,
0.500857,
-0.353931,
-0.503517,
1.476378,
0.500764,
-0.354494,
-0.504403,
1.477679,
0.500173,
-0.354269,
-0.504832,
1.479837,
0.499929,
-0.357609,
-0.508943,
1.479776,
0.496894,
-0.360893,
-0.512676,
1.480049,
0.494067,
-0.364501,
-0.516711,
1.480060,
0.491082,
-0.367869,
-0.520515,
1.480167,
0.488221,
-0.372792,
-0.526227,
1.479775,
0.483895,
-0.377158,
-0.531538,
1.479912,
0.479833,
-0.380640,
-0.535798,
1.480007,
0.476481,
-0.384216,
-0.539627,
1.479436,
0.473246,
-0.388061,
-0.543486,
1.478137,
0.470032,
-0.390931,
-0.546298,
1.478057,
0.467457,
-0.394113,
-0.548239,
1.477387,
0.465576,
-0.398758,
-0.551409,
1.475978,
0.462677,
-0.403329,
-0.554227,
1.474359,
0.460017,
-0.406892,
-0.556403,
1.474700,
0.457801,
-0.411801,
-0.559629,
1.474777,
0.454459,
-0.416750,
-0.563085,
1.474948,
0.450843,
-0.421459,
-0.566169,
1.475175,
0.447680,
-0.424883,
-0.568503,
1.475806,
0.445194,
-0.427405,
-0.570123,
1.476865,
0.443515,
-0.428448,
-0.571106,
1.478948,
0.442621,
-0.429220,
-0.572626,
1.480662,
0.441353,
-0.430949,
-0.574613,
1.481784,
0.439471,
-0.433870,
-0.577607,
1.482701,
0.437214,
-0.438796,
-0.583806,
1.482081,
0.432641,
-0.442374,
-0.588830,
1.481771,
0.429689,
-0.446293,
-0.594577,
1.481960,
0.426119,
-0.450557,
-0.601193,
1.482056,
0.421577,
-0.453038,
-0.606142,
1.482671,
0.418445,
-0.455527,
-0.610315,
1.483212,
0.415814,
-0.456753,
-0.612834,
1.484786,
0.414449,
-0.458554,
-0.615151,
1.486399,
0.412940,
-0.462273,
-0.618914,
1.486364,
0.410112,
-0.464367,
-0.619880,
1.487853,
0.409204,
-0.464245,
-0.618899,
1.490720,
0.409761,
-0.463335,
-0.617914,
1.493405,
0.410428,
-0.462947,
-0.618102,
1.495683,
0.410282,
-0.456407,
-0.614759,
1.499482,
0.415456,
-0.448365,
-0.611260,
1.503965,
0.421236,
-0.439381,
-0.607277,
1.510470,
0.426963,
-0.431869,
-0.604189,
1.516007,
0.431251,
-0.424395,
-0.601086,
1.521822,
0.435453,
-0.418319,
-0.598856,
1.526830,
0.438485,
-0.412847,
-0.596775,
1.532085,
0.440951,
-0.408715,
-0.596488,
1.536592,
0.441934,
-0.405821,
-0.596752,
1.540812,
0.442170,
-0.403315,
-0.597670,
1.544997,
0.441921,
-0.403807,
-0.600198,
1.548141,
0.439516,
-0.405482,
-0.603238,
1.550763,
0.436544,
-0.407802,
-0.605860,
1.552996,
0.433893,
-0.410664,
-0.609167,
1.554762,
0.430701,
-0.418774,
-0.621935,
1.551740,
0.419815,
-0.426121,
-0.633266,
1.549131,
0.410145,
-0.435856,
-0.647347,
1.544773,
0.397716,
-0.444065,
-0.659604,
1.541264,
0.387260,
-0.448353,
-0.670545,
1.539248,
0.379335,
-0.452187,
-0.681335,
1.537777,
0.371269,
-0.455114,
-0.691304,
1.537763,
0.363800,
-0.458571,
-0.701019,
1.537356,
0.356132,
-0.461740,
-0.711693,
1.536028,
0.347840,
-0.463855,
-0.720922,
1.535376,
0.339805,
-0.461892,
-0.727091,
1.538811,
0.334894,
-0.459433,
-0.732299,
1.542141,
0.330772,
-0.457318,
-0.737165,
1.545335,
0.326772,
-0.458932,
-0.744937,
1.545229,
0.319955,
-0.466054,
-0.756846,
1.543067,
0.309331,
-0.473889,
-0.768172,
1.540438,
0.298612,
-0.482334,
-0.778638,
1.536521,
0.288537,
-0.490177,
-0.788215,
1.533091,
0.279316,
-0.498844,
-0.797959,
1.528607,
0.269500,
-0.507153,
-0.807192,
1.525099,
0.260083,
-0.524762,
-0.826920,
1.514556,
0.243588,
-0.539208,
-0.843338,
1.506468,
0.229968,
-0.550823,
-0.856472,
1.499853,
0.219141,
-0.562269,
-0.868531,
1.493309,
0.208391,
-0.568848,
-0.878044,
1.487795,
0.200940,
-0.573177,
-0.884650,
1.484230,
0.195590,
-0.571677,
-0.887079,
1.483889,
0.194742,
-0.570747,
-0.889062,
1.483503,
0.193532,
-0.570112,
-0.890357,
1.482895,
0.192122,
-0.566731,
-0.888978,
1.483823,
0.193200,
-0.564410,
-0.887363,
1.484149,
0.193811,
-0.559395,
-0.883592,
1.486694,
0.196629,
-0.552364,
-0.878715,
1.489845,
0.200498,
-0.545832,
-0.873825,
1.492956,
0.203905,
-0.539148,
-0.868403,
1.496803,
0.207625,
-0.531496,
-0.862081,
1.501829,
0.212161,
-0.523075,
-0.855235,
1.507362,
0.217213,
-0.515325,
-0.848811,
1.512859,
0.221989,
-0.507234,
-0.842166,
1.517954,
0.227250,
-0.500728,
-0.836311,
1.522255,
0.231682,
-0.494476,
-0.830606,
1.526352,
0.236037,
-0.489132,
-0.824240,
1.529620,
0.240411,
-0.484576,
-0.818178,
1.532733,
0.244213,
-0.480290,
-0.812092,
1.535830,
0.248580,
-0.478064,
-0.808181,
1.536274,
0.249554,
-0.474760,
-0.803942,
1.538200,
0.251537,
-0.470613,
-0.799763,
1.540666,
0.254101,
-0.466956,
-0.796407,
1.541759,
0.255991,
-0.463304,
-0.793782,
1.542563,
0.256967,
-0.456239,
-0.790503,
1.544822,
0.259939,
-0.452935,
-0.788809,
1.543191,
0.259835,
-0.450867,
-0.788305,
1.540594,
0.258947,
-0.453024,
-0.789938,
1.535181,
0.254627,
-0.456847,
-0.791940,
1.529676,
0.249583,
-0.462547,
-0.794772,
1.523654,
0.243642,
-0.468868,
-0.796696,
1.517702,
0.237978,
-0.473796,
-0.798430,
1.512130,
0.232222,
-0.480645,
-0.798564,
1.505870,
0.225653,
-0.490066,
-0.799394,
1.497875,
0.217483,
-0.496499,
-0.796641,
1.492873,
0.211995,
-0.500366,
-0.792330,
1.490025,
0.208337,
-0.500559,
-0.785170,
1.487565,
0.207681,
