0.5397, 0.3729, 0.7453
0.5067, 0.4706, 0.6964
0.5334, 0.5745, 0.6859
0.5504, 0.6337, 0.6825
0.5461, 0.6454, 0.6817
0.5474, 0.6568, 0.6809
0.5467, 0.6586, 0.6807
0.5643, 0.6781, 0.6792
0.5558, 0.6637, 0.6786
0.5539, 0.6679, 0.6783
0.5594, 0.6816, 0.6770
0.5660, 0.6881, 0.6765
0.5801, 0.6895, 0.6764
0.5533, 0.6743, 0.6769
0.5565, 0.6818, 0.6762
0.5627, 0.6842, 0.6755
0.6350, 0.7086, 0.6748
0.5534, 0.6835, 0.6755
0.6346, 0.7051, 0.6746
0.5759, 0.6844, 0.6745
0.5760, 0.6966, 0.6732
0.5704, 0.6998, 0.6732
0.5712, 0.6970, 0.6733
0.5680, 0.6867, 0.6736
0.5752, 0.6990, 0.6725
0.5923, 0.7037, 0.6721
0.6017, 0.7062, 0.6721
0.5757, 0.6879, 0.6731
0.5680, 0.6786, 0.6739
0.5805, 0.6952, 0.6727
0.5717, 0.6898, 0.6730
0.5761, 0.6908, 0.6725
0.5775, 0.6955, 0.6725
0.5885, 0.7071, 0.6714
0.6024, 0.6883, 0.6721
0.5747, 0.6825, 0.6725
0.6187, 0.7017, 0.6713
0.5768, 0.6871, 0.6723
0.5951, 0.7008, 0.6706
0.6026, 0.7005, 0.6706
0.6089, 0.7016, 0.6709
0.5743, 0.6825, 0.6725
0.5625, 0.6691, 0.6752
0.5793, 0.6662, 0.6734
0.5875, 0.6810, 0.6720
0.5926, 0.6789, 0.6719
0.5840, 0.6784, 0.6718
0.5986, 0.6910, 0.6707
0.5803, 0.6770, 0.6719
0.5818, 0.6926, 0.6710
0.5897, 0.6921, 0.6713
0.5823, 0.6907, 0.6714
0.5888, 0.6809, 0.6717
0.5901, 0.6845, 0.6717
0.6138, 0.6952, 0.6707
0.5744, 0.6823, 0.6720
0.5967, 0.6687, 0.6724
0.5803, 0.6690, 0.6725
0.5936, 0.6736, 0.6715
0.5769, 0.6698, 0.6722
0.5771, 0.6759, 0.6719
0.5796, 0.6758, 0.6716
0.6045, 0.6776, 0.6716
0.5849, 0.6531, 0.6734
0.6034, 0.6770, 0.6706
0.5965, 0.6863, 0.6703
0.5977, 0.6842, 0.6709
0.5848, 0.6661, 0.6722
0.5865, 0.6561, 0.6727
0.5935, 0.6671, 0.6717
0.5832, 0.6575, 0.6727
