-1.025339,
1.009787,
0.396313,
-0.029983,
-0.997517,
1.029819,
0.413804,
-0.025326,
-0.989408,
1.033678,
0.423689,
-0.040873,
-0.981777,
1.033727,
0.434594,
-0.051557,
-0.971838,
1.041584,
0.451252,
-0.052170,
-0.956973,
1.049310,
0.468808,
-0.050076,
-0.937284,
1.065923,
0.487799,
-0.038300,
-0.938564,
1.073808,
0.484212,
-0.038607,
-0.928263,
1.089208,
0.490750,
-0.026965,
-0.927098,
1.095552,
0.494081,
-0.021705,
-0.937397,
1.094269,
0.485655,
-0.023160,
-0.945189,
1.096304,
0.478161,
-0.023034,
-0.953818,
1.093477,
0.467201,
-0.025857,
-0.959855,
1.095048,
0.459672,
-0.024499,
-0.956232,
1.103812,
0.463636,
-0.011889,
-0.955519,
1.110565,
0.466331,
-0.001271,
-0.954440,
1.117114,
0.470502,
0.008185,
-0.950886,
1.125080,
0.476420,
0.017980,
-0.946789,
1.132335,
0.483365,
0.026927,
-0.940983,
1.142445,
0.492787,
0.038114,
-0.937033,
1.152016,
0.501938,
0.048434,
-0.940638,
1.151068,
0.506653,
0.047501,
-0.943740,
1.150899,
0.510295,
0.047030,
-0.950068,
1.150228,
0.511084,
0.044096,
-0.953774,
1.150633,
0.513357,
0.042568,
-0.955509,
1.154033,
0.516390,
0.043721,
-0.956946,
1.156679,
0.518702,
0.044329,
-0.957029,
1.159774,
0.522117,
0.046156,
-0.957473,
1.162611,
0.524575,
0.047789,
-0.958026,
1.165591,
0.524553,
0.049304,
-0.957857,
1.169058,
0.525306,
0.051322,
-0.956199,
1.172932,
0.526700,
0.053997,
-0.953549,
1.177084,
0.528373,
0.057131,
-0.951224,
1.180713,
0.529420,
0.059475,
-0.949701,
1.183727,
0.530284,
0.061458,
-0.948271,
1.186779,
0.530435,
0.063333,
-0.946817,
1.189780,
0.531006,
0.065357,
-0.950731,
1.191657,
0.529056,
0.065747,
-0.953884,
1.193546,
0.527220,
0.065970,
-0.955462,
1.196111,
0.526224,
0.066813,
-0.956625,
1.198893,
0.524953,
0.067993,
-0.957677,
1.201533,
0.523659,
0.068553,
-0.958872,
1.203807,
0.522279,
0.068971,
-0.959875,
1.206189,
0.521194,
0.069591,
-0.961507,
1.208290,
0.519732,
0.070385,
-0.962699,
1.210851,
0.519894,
0.071631,
-0.964401,
1.212893,
0.521025,
0.072483,
-0.966670,
1.214528,
0.521441,
0.073298,
-0.967790,
1.216294,
0.522940,
0.074355,
-0.969208,
1.217936,
0.524970,
0.075770,
-0.972154,
1.219154,
0.523982,
0.076900,
-0.973328,
1.220964,
0.523998,
0.078713,
-0.969006,
1.224078,
0.525974,
0.081581,
-0.962239,
1.227821,
0.532338,
0.085250,
-0.956329,
1.230589,
0.537880,
0.088228,
-0.955069,
1.232427,
0.542202,
0.090893,
-0.953682,
1.234245,
0.547814,
0.093898,
-0.950811,
1.236607,
0.554463,
0.097487,
-0.949988,
1.238103,
0.559619,
0.100477,
-0.947962,
1.239506,
0.565771,
0.103318,
-0.951388,
