-0.000007,-0.000041,0.000000,-0.000014,-0.000040,-0.000023,-0.000082,-0.000027,0.000023,0.000002,0.000004,0.000000,0.000103,-0.000175,0.000000,0.000218,0.000186,0.000336,-0.000376,-0.000494,-0.000419,-0.000066,-0.000113,-0.000000,0.000019,-0.000210,-0.000000,-0.000205,-0.000726,0.000215,0.000474,0.000765,0.000396,0.000379,0.000176,-0.000000,-0.000014,0.000028,0.000000,0.000034,-0.000097,-0.000020,-0.000616,-0.000110,-0.000710,0.000446,0.000118,-0.000000,0.000258,0.000166,-0.000065,-0.000031,0.000764,0.000000,-0.000000,-0.000082,-0.000000,0.000066,-0.000007,0.000121,0.000210,-0.000323,-0.000000,0.000068,0.000441,-0.000000,0.000000,-0.000000,-0.000000,
-0.000021,-0.000161,0.000000,-0.000027,-0.000053,-0.000031,-0.000064,0.000005,0.000016,0.000042,-0.000084,0.000000,0.000189,-0.000083,-0.000000,-0.001660,0.001441,0.001635,-0.000297,-0.000148,-0.000275,-0.000053,-0.000028,-0.000000,0.000038,-0.000824,0.000000,-0.000825,-0.001785,0.000867,-0.001069,0.000085,0.000601,0.001154,-0.000009,-0.000000,-0.000010,0.000043,0.000000,0.000056,-0.000057,-0.000002,-0.001118,-0.000089,-0.001271,0.000451,0.000081,0.000000,0.000813,0.000090,-0.000155,-0.000145,-0.001078,-0.000000,-0.000092,0.000111,-0.000000,0.000438,-0.000027,0.000391,0.000667,-0.001137,-0.000000,0.000524,0.001926,0.000000,-0.000000,0.000000,-0.000000,
0.000008,0.000160,0.000000,-0.000019,-0.000039,-0.000028,-0.000040,-0.000019,-0.000180,0.000062,-0.000003,0.000000,0.000227,-0.000116,0.000000,0.000226,0.001311,-0.001802,-0.000352,0.000113,-0.000214,0.000026,0.000171,0.000000,0.000030,0.000014,0.000000,-0.000084,-0.000425,0.000190,0.001189,0.001356,0.000169,0.000159,0.000564,-0.000000,0.000051,0.000014,0.000000,-0.000208,0.000018,0.000046,-0.001719,0.000275,-0.001999,0.000399,-0.000273,-0.000000,0.000213,0.000211,0.000015,0.000141,0.001900,0.000000,0.000053,-0.000165,0.000000,-0.001671,0.000162,-0.001257,0.000072,-0.000031,0.000000,0.000757,0.000932,-0.000000,0.000000,0.000000,-0.000000,
0.000000,-0.000093,0.000000,-0.000003,-0.000037,-0.000033,0.000043,0.000029,-0.000021,-0.000006,-0.000110,0.000000,0.000270,-0.000297,0.000000,0.001177,0.000296,-0.001426,-0.000328,-0.000230,-0.000292,0.000011,0.000084,0.000000,-0.000008,-0.000114,-0.000000,-0.000138,0.000898,-0.000237,0.000809,0.000926,0.000176,0.000161,0.000251,0.000000,-0.000014,0.000010,-0.000000,-0.000052,0.000059,-0.000011,-0.001365,0.000292,-0.001511,0.000349,-0.000112,0.000000,-0.000176,-0.000501,0.000246,0.000333,0.001323,-0.000000,0.000044,-0.000041,-0.000000,-0.000750,0.000076,-0.000535,0.000195,-0.000307,0.000000,0.000368,0.000175,0.000000,0.000000,0.000000,0.000000,
0.000004,-0.000034,0.000000,0.000006,0.000011,0.000001,0.000015,0.000000,0.000149,-0.000045,-0.000074,-0.000000,0.000134,-0.000060,-0.000000,0.000157,0.000614,-0.000036,-0.000209,-0.000363,-0.000233,-0.000062,-0.000046,0.000000,-0.000029,-0.000351,0.000000,-0.000248,0.000796,-0.000136,-0.000697,-0.000702,0.000258,0.000558,0.000665,-0.000000,0.000031,-0.000020,-0.000000,0.000126,-0.000042,-0.000032,-0.000238,-0.000044,-0.000536,0.000321,0.000059,-0.000000,-0.000109,-0.000577,0.000213,0.000466,-0.001085,-0.000000,0.000021,-0.000020,-0.000000,-0.000185,0.000036,-0.000411,0.000234,-0.000584,0.000000,-0.000067,-0.000084,-0.000000,-0.000000,0.000000,-0.000000,
-0.000014,-0.000118,-0.000000,-0.000018,-0.000053,-0.000034,-0.000063,0.000021,-0.000041,0.000039,-0.000005,-0.000000,0.000338,-0.000659,0.000000,0.001507,-0.001120,-0.001276,-0.000112,-0.000195,-0.000123,0.000003,0.000029,-0.000000,0.000062,0.000242,-0.000000,-0.000022,-0.000274,0.000039,0.000686,0.000712,0.000111,0.000276,0.000952,-0.000000,0.000040,0.000015,-0.000000,-0.000014,-0.000030,-0.000007,0.000229,0.000621,0.000464,0.000055,-0.000081,0.000000,0.000020,0.000108,-0.000111,0.000290,0.001107,-0.000000,-0.000009,-0.000020,-0.000000,-0.000684,0.000043,-0.000539,-0.000085,0.000202,-0.000000,-0.000689,-0.000634,0.000000,0.000000,0.000000,0.000000,
-0.000005,-0.000026,-0.000000,-0.000000,-0.000003,0.000001,-0.000075,-0.000011,0.000004,0.000016,-0.000042,0.000000,0.000123,-0.000156,0.000000,-0.000272,0.000823,0.001376,-0.000097,0.000242,0.000022,0.000062,0.000201,-0.000000,-0.000013,-0.000449,-0.000000,-0.000224,-0.000611,0.000120,0.000999,0.001557,0.000629,0.000427,-0.001143,-0.000000,-0.000017,0.000008,-0.000000,0.000031,-0.000074,-0.000005,0.000379,-0.000567,-0.000181,0.000066,-0.000248,-0.000000,0.000168,0.000282,-0.000102,-0.000159,0.001687,0.000000,0.000016,-0.000090,0.000000,0.000116,-0.000097,-0.000398,0.000366,-0.000563,-0.000000,-0.000093,0.000082,-0.000000,-0.000000,0.000000,0.000000,
0.000005,0.000056,-0.000000,0.000001,0.000018,0.000010,0.000053,0.000075,-0.000112,0.000009,-0.000106,0.000000,0.000116,-0.000204,0.000000,0.000650,-0.000159,-0.000817,-0.000045,0.000014,-0.000035,0.000010,0.000026,-0.000000,0.000018,0.000128,0.000000,-0.000050,0.000504,-0.000135,0.000115,-0.000210,0.000128,-0.000143,-0.000689,0.000000,0.000011,-0.000009,-0.000000,-0.000037,0.000132,0.000002,0.000086,0.000243,0.000057,0.000094,0.000067,0.000000,-0.000115,-0.000275,0.000112,0.000487,0.000004,-0.000000,0.000013,0.000086,0.000000,-0.000345,0.000031,-0.000402,-0.000040,0.000001,-0.000000,-0.000766,-0.000891,-0.000000,-0.000000,-0.000000,0.000000,
-0.000008,-0.000092,0.000000,-0.000001,0.000088,0.000053,-0.000104,-0.000000,0.000001,0.000033,-0.000068,0.000000,0.000350,-0.000690,-0.000000,0.000438,0.000560,-0.000090,-0.000085,-0.000140,-0.000116,-0.000002,-0.000007,-0.000000,0.000011,-0.000151,0.000000,-0.000117,0.000944,-0.000168,-0.000950,-0.000948,0.000232,0.000316,-0.000427,-0.000000,0.000028,-0.000025,0.000000,0.000045,-0.000089,-0.000004,0.000003,0.000033,-0.000389,0.000256,0.000299,-0.000000,-0.000152,-0.000567,0.000238,0.000350,-0.001471,-0.000000,-0.000034,0.000006,-0.000000,-0.000032,-0.000013,-0.000474,0.000070,-0.000195,0.000000,-0.000521,-0.000639,0.000000,-0.000000,-0.000000,0.000000,
0.000001,-0.000021,0.000000,0.000003,0.000070,0.000042,0.000046,0.000046,-0.000160,0.000032,-0.000124,-0.000000,0.000084,-0.000179,0.000000,0.000630,-0.000921,-0.000740,-0.000001,0.000494,0.000157,0.000106,0.000287,0.000000,-0.000029,-0.000089,-0.000000,-0.000096,0.000993,-0.000178,-0.000832,-0.001207,0.000241,-0.000123,-0.001228,0.000000,-0.000010,-0.000011,0.000000,-0.000208,0.000120,0.000045,0.000023,0.000452,0.000408,-0.000221,-0.000543,0.000000,-0.000187,-0.000565,0.000228,0.000309,-0.001615,-0.000000,-0.000040,0.000100,-0.000000,-0.000383,0.000050,-0.000085,-0.000058,0.000009,0.000000,-0.001401,-0.001498,0.000000,0.000000,0.000000,-0.000000,
