0.286733,
-0.562850,
-1.147101,
0.049230,
0.334704,
-0.569581,
-1.174199,
0.032787,
0.372975,
-0.577283,
-1.192191,
0.026909,
0.358701,
-0.600614,
-1.224345,
-0.002308,
0.339829,
-0.626727,
-1.262822,
-0.038677,
0.325543,
-0.649346,
-1.295391,
-0.069519,
0.305751,
-0.673787,
-1.325641,
-0.100598,
0.301431,
-0.674388,
-1.328754,
-0.100521,
0.300189,
-0.670360,
-1.326427,
-0.095850,
0.281110,
-0.691607,
-1.337405,
-0.112915,
0.264721,
-0.710225,
-1.346746,
-0.127869,
0.240510,
-0.736407,
-1.364532,
-0.151659,
0.218232,
-0.759680,
-1.380834,
-0.173283,
0.197959,
-0.780936,
-1.397712,
-0.194126,
0.186043,
-0.795864,
-1.422502,
-0.218192,
0.175103,
-0.809320,
-1.445350,
-0.240200,
0.165568,
-0.821583,
-1.469492,
-0.262477,
0.157665,
-0.832391,
-1.487573,
-0.280430,
0.148771,
-0.844010,
-1.505046,
-0.298369,
0.139491,
-0.854931,
-1.521234,
-0.315306,
0.136788,
-0.862634,
-1.535104,
-0.328607,
0.134955,
-0.869514,
-1.547882,
-0.340704,
0.133424,
-0.875687,
-1.556745,
-0.349832,
0.132031,
-0.881312,
-1.564821,
-0.358148,
0.130818,
-0.885906,
-1.569854,
-0.364091,
0.128988,
-0.890011,
-1.574381,
-0.369758,
0.127188,
-0.893986,
-1.578793,
-0.375095,
0.125364,
-0.897519,
-1.583019,
-0.380095,
0.124386,
-0.900501,
-1.586283,
-0.384000,
0.124431,
-0.903590,
-1.589938,
-0.387743,
0.124483,
-0.906401,
-1.593308,
-0.391177,
0.124615,
-0.908919,
-1.595694,
-0.393836,
0.124691,
-0.911086,
-1.598101,
-0.396420,
0.124468,
-0.912888,
-1.599885,
-0.398562,
0.124568,
-0.914808,
-1.601309,
-0.400248,
0.123291,
-0.916710,
-1.600949,
-0.401070,
0.122134,
-0.918437,
-1.600622,
-0.401819,
0.121094,
-0.920001,
-1.600310,
-0.402493,
0.119740,
-0.921425,
-1.599522,
-0.402853,
0.118447,
-0.922008,
-1.598673,
-0.403088,
0.117587,
-0.922239,
-1.596059,
-0.402044,
0.118041,
-0.921365,
-1.592895,
-0.399819,
0.118185,
-0.920767,
-1.590456,
-0.398322,
0.117598,
-0.918371,
-1.597495,
-0.403797,
0.116121,
-0.916618,
-1.614251,
-0.416210,
0.114043,
-0.915276,
-1.629841,
-0.427818,
0.112046,
-0.914244,
-1.644351,
-0.438591,
0.105591,
-0.915730,
-1.679372,
-0.469232,
0.099708,
-0.916951,
-1.711555,
-0.497348,
0.095111,
-0.918731,
-1.740984,
-0.522868,
0.093694,
-0.919527,
-1.767711,
-0.545164,
0.093625,
-0.919982,
-1.791873,
-0.565056,
0.093540,
-0.920407,
-1.813857,
-0.583152,
0.089695,
-0.921656,
-1.833944,
-0.600426,
0.085064,
-0.936640,
-1.858657,
-0.621171,
0.082756,
-0.949659,
-1.881458,
-0.639948,
0.080697,
-0.961464,
-1.902161,
-0.656998,
0.078822,
-0.972283,
-1.921010,
-0.672521,
0.075645,
-0.982138,
-1.938382,
-0.686964,
0.073551,
-0.991026,
-1.954342,
-0.700050,
0.069752,
-0.999020,
-1.969061,
-0.712331,
0.066596,
-1.006256,
-1.982338,
-0.723312,
0.063731,
-1.012811,
-1.994385,
-0.733276,
0.061127,
-1.018753,
-2.005318,
-0.742319,
0.058766,
-1.024193,
-2.015256,
-0.750538,
0.056625,
-1.029127,
-2.024272,
-0.757994,
0.054685,
-1.033600,
-2.032448,
-0.764756,
0.052925,
-1.037655,
-2.039863,
-0.770888,
0.050574,
-1.041460,
-2.046740,
-0.776665,
0.048456,
-1.044893,
-2.052967,
-0.781898,
0.046557,
-1.047994,
-2.058600,
-0.786631,
0.044829,
-1.050809,
-2.063715,
-0.790929,
0.043135,
-1.053398,
-2.068337,
-0.794832,
0.042381,
-1.055645,
-2.072512,
-0.798277,
0.041700,
-1.057682,
-2.076294,
-0.801398,
0.040951,
-1.059530,
-2.079741,
-0.804249,
0.040239,
-1.061233,
-2.082897,
-0.806854,
0.039595,
-1.062777,
-2.085755,
-0.809213,
0.034062,
-1.064746,
-2.088760,
-0.812789,
0.027910,
-1.066630,
-2.091462,
-0.816231,
0.022258,
-1.068360,
-2.094086,
-0.819533,
0.016959,
-1.069976,
-2.096452,
-0.822492,
0.011794,
-1.071561,
-2.098651,
-0.825309,
0.007114,
-1.073002,
-2.100647,
-0.827863,
0.002076,
-1.074537,
-2.102641,
-0.830478,
-0.003887,
-1.076132,
-2.104842,
-0.833436,
-0.007108,
-1.076655,
-2.106359,
-0.834931,
-0.007635,
-1.076718,
-2.107720,
-0.836095,
-0.007044,
-1.076739,
-2.108914,
-0.837003,
