-0.4966, 0.5363, 0.3927, -0.1682, -0.2336, -0.4058, -0.0675, 0.0067, -0.0636, -0.4412
-0.4976, 0.5353, 0.3917, -0.1692, -0.2346, -0.4068, -0.0665, 0.0057, -0.0626, -0.4422
-0.4986, 0.5343, 0.3907, -0.1702, -0.2352, -0.4078, -0.0656, 0.0048, -0.0616, -0.4432
-0.4994, 0.5334, 0.3898, -0.1711, -0.2359, -0.4087, -0.0646, 0.0038, -0.0607, -0.4439
-0.5001, 0.5325, 0.3889, -0.1720, -0.2368, -0.4097, -0.0636, 0.0029, -0.0597, -0.4446
-0.5009, 0.5317, 0.3881, -0.1729, -0.2377, -0.4106, -0.0626, 0.0020, -0.0588, -0.4451
-0.5018, 0.5308, 0.3874, -0.1739, -0.2386, -0.4115, -0.0617, 0.0011, -0.0578, -0.4458
-0.5027, 0.5299, 0.3867, -0.1749, -0.2395, -0.4124, -0.0607, 0.0002, -0.0569, -0.4465
-0.5036, 0.5291, 0.3861, -0.1758, -0.2405, -0.4134, -0.0598, -0.0007, -0.0560, -0.4472
-0.5045, 0.5282, 0.3855, -0.1768, -0.2415, -0.4143, -0.0589, -0.0014, -0.0552, -0.4479
-0.5055, 0.5274, 0.3850, -0.1778, -0.2425, -0.4153, -0.0580, -0.0023, -0.0543, -0.4487
-0.5065, 0.5266, 0.3848, -0.1788, -0.2435, -0.4162, -0.0572, -0.0030, -0.0535, -0.4495
-0.5074, 0.5258, 0.3848, -0.1798, -0.2445, -0.4171, -0.0564, -0.0036, -0.0526, -0.4502
-0.5084, 0.5250, 0.3848, -0.1808, -0.2455, -0.4180, -0.0557, -0.0041, -0.0519, -0.4509
-0.5093, 0.5243, 0.3849, -0.1817, -0.2466, -0.4188, -0.0550, -0.0045, -0.0512, -0.4516
-0.5103, 0.5236, 0.3852, -0.1827, -0.2476, -0.4197, -0.0544, -0.0048, -0.0506, -0.4523
-0.5113, 0.5228, 0.3856, -0.1837, -0.2487, -0.4206, -0.0537, -0.0051, -0.0499, -0.4530
-0.5124, 0.5221, 0.3862, -0.1847, -0.2497, -0.4215, -0.0529, -0.0053, -0.0491, -0.4538
-0.5134, 0.5213, 0.3869, -0.1858, -0.2507, -0.4225, -0.0521, -0.0054, -0.0485, -0.4546
-0.5144, 0.5206, 0.3876, -0.1868, -0.2518, -0.4234, -0.0515, -0.0053, -0.0479, -0.4553
-0.5154, 0.5199, 0.3883, -0.1878, -0.2528, -0.4242, -0.0509, -0.0052, -0.0474, -0.4561
-0.5164, 0.5192, 0.3892, -0.1888, -0.2539, -0.4251, -0.0504, -0.0048, -0.0470, -0.4569
-0.5175, 0.5186, 0.3900, -0.1899, -0.2549, -0.4260, -0.0498, -0.0045, -0.0466, -0.4578
-0.5186, 0.5179, 0.3908, -0.1909, -0.2560, -0.4269, -0.0494, -0.0040, -0.0463, -0.4587
-0.5197, 0.5173, 0.3916, -0.1920, -0.2569, -0.4279, -0.0489, -0.0035, -0.0462, -0.4597
-0.5207, 0.5167, 0.3924, -0.1931, -0.2579, -0.4288, -0.0486, -0.0028, -0.0462, -0.4606
-0.5218, 0.5162, 0.3932, -0.1942, -0.2589, -0.4297, -0.0483, -0.0021, -0.0462, -0.4616
-0.5230, 0.5156, 0.3942, -0.1953, -0.2600, -0.4307, -0.0483, -0.0013, -0.0465, -0.4626
-0.5241, 0.5150, 0.3952, -0.1964, -0.2611, -0.4316, -0.0483, -0.0003, -0.0470, -0.4636
-0.5253, 0.5144, 0.3963, -0.1975, -0.2622, -0.4326, -0.0484, 0.0007, -0.0475, -0.4647
-0.5265, 0.5138, 0.3974, -0.1987, -0.2634, -0.4336, -0.0487, 0.0018, -0.0482, -0.4658
-0.5277, 0.5133, 0.3985, -0.1998, -0.2645, -0.4346, -0.0490, 0.0029, -0.0489, -0.4669
-0.5289, 0.5127, 0.3997, -0.2009, -0.2657, -0.4356, -0.0493, 0.0040, -0.0497, -0.4680
-0.5301, 0.5122, 0.4009, -0.2020, -0.2668, -0.4366, -0.0496, 0.0052, -0.0505, -0.4691
-0.5313, 0.5117, 0.4021, -0.2032, -0.2680, -0.4376, -0.0502, 0.0064, -0.0514, -0.4703
-0.5326, 0.5113, 0.4034, -0.2044, -0.2693, -0.4386, -0.0509, 0.0077, -0.0525, -0.4715
-0.5339, 0.5109, 0.4046, -0.2056, -0.2705, -0.4397, -0.0518, 0.0089, -0.0535, -0.4728
-0.5352, 0.5105, 0.4059, -0.2068, -0.2717, -0.4407, -0.0525, 0.0102, -0.0545, -0.4741
