0.0958,0.8032,0.4150,1.6238,2.1956,5.2823,1.1221,1.3357,0.6290,2.6440,3.2088,2.4512,4.3022,5.0057,2.0803,2.1417,1.5867,0.8518,2.6106,0.7701,3.8815,2.2929,5.0667,1.6820,0.0612,3.6666,4.2927,0.9606,6.2590,3.9348,2.6017,5.0611,3.4260,3.1786,0.5164,0.8880,1.0283,2.1228,5.6121,3.5381,4.7392,
0.0945,0.8015,0.4143,1.5239,2.2955,5.3823,1.0222,1.2362,0.5290,2.7440,3.3086,2.3518,4.4022,5.1057,1.9803,2.0417,1.6867,0.7518,2.5165,0.8678,3.7832,2.1938,4.9680,1.7815,-0.0360,3.7655,4.3865,1.0599,6.3577,3.8786,2.5152,5.1602,3.5232,3.0799,0.4169,0.7885,0.9297,2.2185,5.5131,3.6373,4.7392,
0.0936,0.8005,0.4140,1.4290,2.3864,5.3452,0.9222,1.1464,0.4289,2.8009,3.4021,2.2689,4.4983,5.1880,1.9108,1.9431,1.6250,0.6568,2.4252,0.9534,3.6975,2.0978,4.8774,1.7295,-0.1245,3.7862,4.4686,1.1518,6.2981,3.9523,2.4393,5.2508,3.4541,3.1376,0.3171,0.7302,0.8315,2.2949,5.4290,3.7176,4.7392,
0.0928,0.7995,0.4136,1.3367,2.4780,5.3062,0.8235,1.1974,0.3305,2.8642,3.4935,2.1859,4.5958,5.2494,1.8564,1.8760,1.5706,0.5627,2.3645,1.0095,3.6558,2.0126,4.7927,1.6675,-0.1921,3.7589,4.5537,1.2191,6.2286,4.0366,2.3906,5.3091,3.3781,3.1767,0.2398,0.6709,0.8306,2.3476,5.3734,3.7762,4.7392,
0.0909,0.7971,0.4113,1.2454,2.5707,5.2436,0.8475,1.2371,0.2342,2.9065,3.5606,2.1234,4.6946,5.3240,1.8313,1.7972,1.5401,0.4676,2.2916,1.0472,3.6405,1.9769,4.7110,1.5958,-0.2646,3.7496,4.6339,1.2309,6.1705,4.1130,2.3605,5.3355,3.2937,3.1977,0.1541,0.6185,0.8645,2.3540,5.3545,3.8011,4.7392,
0.0893,0.7946,0.4094,1.1666,2.6515,5.2159,0.8930,1.2879,0.1466,2.9359,3.6057,2.0684,4.7855,5.3867,1.8185,1.7516,1.4885,0.3805,2.2156,1.0806,3.6729,1.9465,4.6617,1.5702,-0.3121,3.7311,4.6957,1.2104,6.1234,4.1594,2.3386,5.3262,3.2266,3.2064,0.0637,0.5871,0.9260,2.3202,5.3810,3.7946,4.7392,
0.0878,0.7917,0.4076,1.0922,2.7313,5.2107,0.9580,1.2997,0.0551,2.9598,3.6499,2.0013,4.8793,5.4496,1.8126,1.7756,1.4605,0.2933,2.1524,1.1266,3.6900,1.9171,4.6315,1.5439,-0.3654,3.7260,4.7563,1.1944,6.0812,4.2033,2.3026,5.3178,3.1885,3.2206,-0.0298,0.5710,0.9603,2.2915,5.4021,3.8022,4.7392,
0.0789,0.7557,0.3965,1.0287,2.7977,5.2448,1.0338,1.2547,-0.0390,2.9699,3.6773,1.9570,4.9571,5.4522,1.8152,1.7954,1.4383,0.2131,2.1676,1.1884,3.7164,1.8946,4.6147,1.4901,-0.3978,3.7542,4.7917,1.1593,6.0410,4.2451,2.2459,5.3043,3.1780,3.2220,-0.1233,0.5563,0.9923,2.3247,5.3732,3.8519,4.7392,
0.0461,0.7048,0.3615,0.9749,2.8511,5.2930,1.0747,1.1940,-0.1122,2.9762,3.7023,1.9686,4.9918,5.4111,1.8151,1.7694,1.4619,0.1670,2.2054,1.2498,3.7538,1.8747,4.5936,1.4218,-0.4438,3.7908,4.8217,1.1149,6.0508,4.2482,2.1843,5.3122,3.1392,3.2060,-0.1696,0.5524,1.0271,2.3624,5.3595,3.9156,4.7392,
0.0172,0.6598,0.3304,0.9253,2.9018,5.3230,1.1103,1.1507,-0.1806,2.9826,3.7294,1.9774,5.0272,5.3636,1.8159,1.7535,1.4660,0.1265,2.2463,1.3177,3.8069,1.8901,4.6004,1.3617,-0.4926,3.8407,4.8359,1.0637,6.0901,4.2100,2.1147,5.3120,3.1033,3.2113,-0.1912,0.5739,1.0797,2.3588,5.3900,3.9768,4.7392,
-0.0032,0.6232,0.3118,0.8792,2.9510,5.3587,1.1413,1.1422,-0.2340,2.9854,3.7515,1.9894,5.0575,5.3153,1.8162,1.7350,1.4582,0.0880,2.2886,1.3649,3.8747,1.9245,4.6341,1.3095,-0.5261,3.8729,4.8251,1.0347,6.1367,4.1660,2.0614,5.2922,3.0535,3.2095,-0.1945,0.6167,1.1471,2.3174,5.4456,4.0274,4.7392,
-0.0212,0.5904,0.2953,0.8393,2.9918,5.3804,1.1698,1.1382,-0.2831,2.9877,3.7768,1.9970,5.0860,5.2582,1.8158,1.7275,1.4366,0.0605,2.3375,1.4104,3.9505,1.9109,4.6875,1.2663,-0.5463,3.8813,4.7990,0.9845,6.1934,4.1150,2.0061,5.2592,2.9892,3.1993,-0.2057,0.6728,1.2240,2.2623,5.5130,4.0823,4.7392,
-0.0325,0.5671,0.2812,0.8042,3.0263,5.4089,1.1958,1.1402,-0.3273,2.9896,3.8002,1.9996,5.1133,5.1963,1.8150,1.7279,1.4038,0.0390,2.3979,1.4173,3.9537,1.9426,4.7551,1.2191,-0.5411,3.8758,4.7683,0.9199,6.2560,4.0624,1.9760,5.2955,2.9146,3.1846,-0.2118,0.7226,1.2121,2.1981,5.5880,4.1417,4.7392,
-0.0798,0.5167,0.2340,0.7752,3.0516,5.4406,1.2231,1.1384,-0.3713,2.9904,3.8227,1.9948,5.1378,5.1384,1.8138,1.7337,1.3747,0.0188,2.4593,1.4027,3.9341,1.9756,4.8270,1.1842,-0.5312,3.8517,4.7471,0.8501,6.3179,4.0061,1.9630,5.3493,2.8728,3.1718,-0.2217,0.7754,1.1801,2.1313,5.6654,4.2034,4.7392,
-0.1323,0.4644,0.1807,0.7496,3.0755,5.4701,1.2484,1.1287,-0.4148,2.9911,3.8458,1.9918,5.1551,5.0782,1.8125,1.7356,1.3452,0.0096,2.5276,1.4084,3.9165,1.9668,4.9070,1.1357,-0.5114,3.8018,4.7245,0.7798,6.3607,3.9623,1.9301,5.3807,2.8195,3.1466,-0.2275,0.8432,1.1593,2.0709,5.7349,4.2681,4.7392,
-0.1996,0.4023,0.1194,0.7269,3.0999,5.4888,1.2776,1.1375,-0.4538,2.9895,3.8660,1.9766,5.1788,5.0181,1.8097,1.7466,1.3281,0.0078,2.5169,1.3651,3.8914,1.9257,4.9939,1.1014,-0.4607,3.7359,4.7064,0.7042,6.3897,3.9222,1.9558,5.4124,2.7702,3.1114,-0.2287,0.9083,1.1369,1.9985,5.8131,4.3324,4.7392,
-0.2591,0.3454,0.0679,0.7059,3.1227,5.5109,1.3032,1.1368,-0.4941,2.9875,3.8856,1.9604,5.2053,4.9576,1.8065,1.7619,1.3080,0.0092,2.5128,1.3243,3.9065,1.8968,5.0742,1.1002,-0.4082,3.6627,4.6566,0.7159,6.4249,3.8771,1.9809,5.4342,2.7677,3.0744,-0.1866,0.9321,1.1398,1.9338,5.8903,4.4053,4.7392,
-0.3098,0.2939,0.0214,0.6871,3.1426,5.5203,1.3212,1.1349,-0.5291,2.9819,3.8967,1.9428,5.2381,4.8883,1.8025,1.7844,1.2961,0.0153,2.5167,1.2753,3.9392,1.8845,5.1567,1.1203,-0.3740,3.5880,4.6199,0.7407,6.4590,3.8335,2.0187,5.4640,2.7884,3.0166,-0.1394,0.9634,1.1493,1.8709,5.9703,4.4775,4.7392,
-0.3144,0.2682,0.0234,0.6693,3.1623,5.5337,1.3388,1.1396,-0.5596,2.9764,3.9058,1.9209,5.2751,4.8308,1.7981,1.8104,1.2849,0.0170,2.5491,1.2501,3.9935,1.8700,5.2335,1.1554,-0.3537,3.5162,4.5801,0.7859,6.4766,3.8033,2.0514,5.4504,2.8253,2.9674,-0.0809,1.0075,1.1841,1.8099,6.0526,4.5475,4.7392,
-0.3220,0.2434,0.0231,0.6572,3.1697,5.5581,1.3566,1.1416,-0.5847,2.9712,3.9136,1.8927,5.3104,4.7772,1.7943,1.8288,1.2755,0.0165,2.5837,1.2279,4.0256,1.8718,5.3037,1.2105,-0.3291,3.4521,4.5396,0.8438,6.4927,3.7759,2.0768,5.4632,2.8842,2.9202,-0.0205,1.0463,1.1999,1.7525,6.1402,4.6177,4.7392,
-0.3552,0.2854,0.0722,0.6409,3.1895,5.5579,1.3486,1.1396,-0.5918,2.9631,3.9177,1.8452,5.3565,4.7161,1.7959,1.8642,1.3022,0.0302,2.6427,1.2286,4.0361,1.8767,5.3808,1.1803,-0.3256,3.3931,4.5525,0.8337,6.5018,3.7520,2.1325,5.4660,2.9213,2.8878,-0.0356,1.0945,1.2298,1.6797,6.1516,4.6391,4.7392,
-0.3902,0.3185,0.0982,0.6249,3.2112,5.5604,1.3379,1.1466,-0.5952,2.9528,3.9179,1.8056,5.4038,4.6527,1.7972,1.8921,1.3196,0.0479,2.6875,1.2557,4.0011,1.8544,5.4577,1.1595,-0.2951,3.3300,4.5607,0.8390,6.5082,3.7312,2.1612,5.5092,2.9652,2.8385,-0.0408,1.1387,1.1962,1.6120,6.1532,4.6633,4.7392,
-0.4432,0.2820,0.0503,0.6310,3.1792,5.5316,1.3120,1.1987,-0.5822,2.9489,3.9307,1.7446,5.4152,4.5764,1.7997,1.8941,1.3726,0.0953,2.7495,1.3125,4.0449,1.9017,5.5285,1.1046,-0.2757,3.2540,4.6057,0.7890,6.4732,3.7367,2.2167,5.4675,2.9187,2.8042,-0.0924,1.2040,1.2353,1.5455,6.1060,4.6281,4.7392,
-0.5049,0.2263,-0.0131,0.6751,3.1213,5.5356,1.2751,1.1765,-0.5586,2.9455,3.9377,1.7665,5.3695,4.5360,1.8025,1.8451,1.3960,0.1138,2.7161,1.2879,4.0130,1.8952,5.5959,1.0395,-0.2209,3.2436,4.6375,0.7584,6.4644,3.7301,2.1895,5.5019,2.8917,2.7456,-0.1206,1.2379,1.2797,1.5065,6.0823,4.6134,4.7392,
