Epoch: 1, Batch: 1, Loss: 0.0000, Elapsed: 0m0s
Epoch: 2, Batch: 1, Loss: 0.0000, Elapsed: 0m0s
Epoch: 3, Batch: 1, Loss: 0.0000, Elapsed: 0m0s
Epoch: 4, Batch: 1, Loss: 0.0000, Elapsed: 0m0s
Epoch: 5, Batch: 1, Loss: 0.0000, Elapsed: 0m0s
