0.7757,0.6727,0.1671,1.3529,5.1973,2.4430,2.2044,0.9921,2.8008,4.0832,3.2893,5.5185,1.7755,3.1230,4.5687,5.4876,2.9303,2.4777,2.8991,2.1330,0.0471,0.5336,4.9124,3.0338,0.3780,2.5496,3.5099,0.6112,4.2443,4.8653,6.0621,1.5917,3.2559,0.9804,4.9237,0.4703,4.5542,2.8559,3.2442,3.7820,1.8628,
0.8754,0.7726,0.2669,1.2532,5.2942,2.3434,2.1045,1.0921,2.9007,3.9833,3.3884,5.6183,1.8755,3.0230,4.6686,5.5876,3.0303,2.5777,2.9795,2.0529,0.1460,0.4341,5.0119,2.9342,0.4765,2.6470,3.6064,0.5123,4.3437,4.9643,6.1516,1.4926,3.1564,0.8820,4.8239,0.5699,4.6532,2.9556,3.3437,3.6828,1.8628,
0.9753,0.8617,0.3658,1.2495,5.2332,2.4113,2.0187,1.1913,3.0003,3.8848,3.4789,5.6342,1.9626,2.9340,4.7491,5.6336,3.0481,2.6742,3.0574,2.1011,0.2453,0.3392,5.1070,2.8617,0.4139,2.7367,3.6117,0.4157,4.4419,5.0612,6.2366,1.4048,3.1093,0.9453,4.7251,0.6692,4.6527,3.0549,3.4436,3.5865,1.8628,
0.9983,0.9393,0.4287,1.2067,5.2509,2.4888,1.9974,1.2814,3.0976,3.7878,3.5267,5.6822,2.0394,2.8404,4.8078,5.6151,3.0451,2.7679,3.1355,2.1586,0.3367,0.2419,5.2040,2.7810,0.3619,2.8186,3.5904,0.4350,4.4841,5.1594,6.3254,1.3308,3.1013,1.0019,4.6377,0.7480,4.6021,3.1513,3.4901,3.5366,1.8628,
0.9927,1.0203,0.4733,1.1901,5.2609,2.5678,1.9558,1.2838,3.1771,3.6951,3.4884,5.7031,2.1208,2.7510,4.7657,5.5663,3.0694,2.8640,3.1682,2.2271,0.3194,0.1564,5.2952,2.7902,0.3538,2.9073,3.6457,0.4935,4.4744,5.2491,6.2866,1.2468,3.1577,1.0208,4.5627,0.8252,4.5312,3.1269,3.4414,3.4803,1.8628,
0.9709,1.0703,0.4833,1.2216,5.2256,2.6539,1.8990,1.2733,3.2557,3.6022,3.4390,5.7107,2.2022,2.6615,4.7008,5.5275,3.1113,2.9594,3.1618,2.3010,0.3139,0.0729,5.3839,2.8053,0.3761,2.9855,3.6970,0.5566,4.4292,5.3297,6.2358,1.1825,3.2172,1.0075,4.5202,0.8509,4.4600,3.0952,3.3880,3.4423,1.8628,
0.9456,1.0799,0.4724,1.2499,5.2348,2.7429,1.8454,1.2762,3.3250,3.5081,3.3980,5.6758,2.2276,2.5770,4.6331,5.5066,3.1295,3.0495,3.2120,2.3831,0.3533,-0.0030,5.4354,2.7943,0.4027,3.0375,3.7394,0.6099,4.3682,5.4010,6.1848,1.2056,3.2516,0.9887,4.4845,0.8509,4.3847,3.0971,3.3579,3.4309,1.8628,
0.9242,1.0747,0.4578,1.2202,5.2845,2.8349,1.7936,1.2763,3.3879,3.4304,3.3415,5.6170,2.2029,2.4922,4.5555,5.4653,3.1751,3.1342,3.2763,2.4691,0.3715,-0.0839,5.4698,2.7861,0.4524,3.0631,3.7540,0.6577,4.2984,5.4691,6.1225,1.2067,3.2839,0.9451,4.4485,0.8336,4.3561,3.1075,3.3255,3.4505,1.8628,
0.9148,1.0727,0.4445,1.1692,5.3502,2.8954,1.7333,1.2908,3.4299,3.3514,3.3513,5.5463,2.1548,2.4338,4.5118,5.4790,3.1615,3.1998,3.3390,2.4728,0.4158,-0.1627,5.5022,2.7802,0.5006,3.0828,3.7702,0.7133,4.2203,5.5369,6.0570,1.2207,3.3023,0.9012,4.4127,0.7967,4.3167,3.1331,3.3225,3.4538,1.8628,
0.8988,1.0773,0.4309,1.1272,5.4086,2.9629,1.6733,1.3053,3.4581,3.2865,3.3577,5.4776,2.0899,2.3906,4.4683,5.5103,3.1339,3.2457,3.4107,2.4600,0.4737,-0.2415,5.5304,2.7658,0.5514,3.0938,3.7907,0.7692,4.1630,5.6031,6.0002,1.2411,3.3166,0.8533,4.3976,0.7767,4.2706,3.1596,3.3270,3.4415,1.8628,
