4.6587,0.5986,4.4910,4.3163,5.1005,1.7971,1.9030,0.0729,2.6528,4.7049,2.2356,
4.6590,0.5990,4.4911,4.3128,5.1066,1.8001,1.9027,0.0725,2.6539,4.7024,2.2310,
4.6590,0.6000,4.4881,4.3139,5.0999,1.7784,1.9018,0.0752,2.6515,4.7097,2.2382,
4.6586,0.5996,4.4823,4.3146,5.1028,1.7620,1.9010,0.0722,2.6561,4.7031,2.2329,
4.6586,0.6000,4.4747,4.3158,5.1036,1.7495,1.8996,0.0706,2.6582,4.7006,2.2300,
4.6578,0.6003,4.4701,4.3145,5.1046,1.7230,1.8997,0.0655,2.6647,4.6899,2.2231,
4.6579,0.6011,4.4654,4.3174,5.1064,1.7200,1.8997,0.0632,2.6687,4.6856,2.2217,
0.8795,1.3011,0.3062,0.5779,1.3081,0.0120,0.8355,0.8620,0.0222,1.3324,1.7276,
0.8863,1.3177,0.3020,0.5451,0.8497,0.0899,0.8049,0.8171,0.0834,0.8369,1.5573,
0.8862,1.3203,0.3019,0.5273,2.5656,0.3386,0.8002,0.8009,0.1047,2.6682,1.4560,
1.8382,1.2524,0.8054,1.0765,0.2976,1.8181,1.0681,1.4332,1.6766,1.1409,1.7789,
1.8384,1.2534,0.8129,1.0835,0.2686,1.8411,1.0670,1.4446,1.6702,1.2076,1.7483,
1.8382,1.2529,0.8132,1.0852,0.2863,1.8390,1.0672,1.4418,1.6717,1.1908,1.7484,
1.8388,1.2536,0.8153,1.0891,0.2890,1.8427,1.0670,1.4438,1.6722,1.2039,1.7392,
1.8387,1.2534,0.8195,1.0924,0.2894,1.8530,1.0674,1.4465,1.6699,1.2261,1.7191,
1.8394,1.2531,0.8227,1.0952,0.3010,1.8542,1.0679,1.4447,1.6708,1.2285,1.7064,
1.8397,1.2529,0.8268,1.0993,0.3092,1.8527,1.0684,1.4465,1.6697,1.2536,1.6872,
1.8396,1.2527,0.8294,1.1000,0.3238,1.8432,1.0684,1.4451,1.6711,1.2467,1.6789,
1.8403,1.2525,0.8321,1.1033,0.3230,1.8460,1.0684,1.4473,1.6697,1.2778,1.6600,
1.8402,1.2521,0.8333,1.1036,0.3395,1.8261,1.0683,1.4467,1.6702,1.2788,1.6500,
1.8401,1.2521,0.8356,1.1054,0.3505,1.8270,1.0681,1.4483,1.6701,1.2937,1.6340,
1.8410,1.2523,0.8368,1.1068,0.3656,1.8131,1.0682,1.4488,1.6703,1.3037,1.6198,
1.8412,1.2519,0.8369,1.1079,0.3706,1.8033,1.0685,1.4497,1.6690,1.3288,1.5986,
1.8411,1.2512,0.8363,1.1089,0.3865,1.8020,1.0677,1.4492,1.6685,1.3233,1.5902,
1.8414,1.2512,0.8366,1.1094,0.4006,1.7972,1.0675,1.4494,1.6688,1.3331,1.5705,
1.8412,1.2506,0.8370,1.1096,0.4186,1.7864,1.0678,1.4482,1.6694,1.3394,1.5533,
1.8410,1.2507,0.8369,1.1092,0.4431,1.7783,1.0680,1.4477,1.6694,1.3232,1.5428,
1.8409,1.2511,0.8358,1.1092,0.4643,1.7810,1.0678,1.4477,1.6697,1.3061,1.5353,
1.8404,1.2522,0.8341,1.1088,0.4670,1.7819,1.0660,1.4467,1.6689,1.3279,1.5183,
1.8401,1.2520,0.8329,1.1072,0.4763,1.7763,1.0666,1.4453,1.6711,1.3669,1.4872,
1.8398,1.2511,0.8315,1.1041,0.4927,1.7353,1.0672,1.4429,1.6711,1.4048,1.4561,
1.8392,1.2506,0.8289,1.1041,0.5100,1.7106,1.0679,1.4458,1.6688,1.3884,1.4442,
1.8408,1.2517,0.8260,1.1032,0.5402,1.7062,1.0679,1.4492,1.6659,1.3727,1.4304,
1.8414,1.2519,0.8234,1.1020,0.5582,1.7131,1.0669,1.4509,1.6648,1.3694,1.4152,
1.8411,1.2525,0.8184,1.0988,0.5821,1.7043,1.0668,1.4529,1.6616,1.3685,1.3963,
1.8405,1.2515,0.8147,1.0985,0.6036,1.6884,1.0663,1.4573,1.6584,1.3582,1.3842,
1.8408,1.2516,0.8091,1.0922,0.6299,1.6719,1.0670,1.4552,1.6580,1.3779,1.3545,
1.8404,1.2516,0.8029,1.0860,0.6471,1.6614,1.0672,1.4527,1.6610,1.4057,1.3219,
1.8404,1.2514,0.7972,1.0827,0.6625,1.6490,1.0665,1.4530,1.6601,1.4129,1.2998,
1.8406,1.2527,0.7919,1.0787,0.6855,1.6500,1.0671,1.4569,1.6589,1.4081,1.2815,
1.8409,1.2548,0.7851,1.0783,0.6963,1.6394,1.0666,1.4549,1.6571,1.4148,1.2658,
1.8410,1.2548,0.7800,1.0752,0.7205,1.6236,1.0671,1.4603,1.6526,1.4058,1.2514,
1.8416,1.2550,0.7767,1.0752,0.7393,1.6192,1.0660,1.4696,1.6453,1.3817,1.2471,
1.8416,1.2558,0.7701,1.0693,0.7559,1.6183,1.0662,1.4691,1.6454,1.3905,1.2261,
1.8415,1.2564,0.7646,1.0647,0.7719,1.6202,1.0659,1.4706,1.6456,1.3964,1.2083,
1.8415,1.2572,0.7590,1.0599,0.7910,1.6156,1.0656,1.4737,1.6421,1.3962,1.1917,
1.8413,1.2571,0.7530,1.0564,0.7970,1.5962,1.0661,1.4716,1.6401,1.4085,1.1748,
1.8415,1.2568,0.7465,1.0558,0.8197,1.6111,1.0654,1.4827,1.6344,1.3881,1.1654,
1.8414,1.2570,0.7415,1.0506,0.8356,1.6121,1.0657,1.4852,1.6320,1.3900,1.1501,
1.8415,1.2584,0.7377,1.0485,0.8486,1.6172,1.0647,1.4886,1.6299,1.3862,1.1399,
1.8415,1.2583,0.7314,1.0435,0.8620,1.5962,1.0644,1.4893,1.6248,1.3918,1.1229,
1.8413,1.2583,0.7239,1.0392,0.8693,1.5857,1.0650,1.4878,1.6249,1.4023,1.1072,
1.8412,1.2578,0.7204,1.0365,0.8866,1.5865,1.0654,1.4942,1.6206,1.3953,1.0966,
1.8410,1.2575,0.7156,1.0338,0.8957,1.5747,1.0651,1.4956,1.6172,1.3965,1.0841,
1.8405,1.2577,0.7115,1.0252,0.9171,1.5782,1.0646,1.4980,1.6167,1.3981,1.0704,
1.8404,1.2584,0.7058,1.0242,0.9360,1.5895,1.0644,1.5087,1.6112,1.3844,1.0581,
1.8407,1.2592,0.6988,1.0200,0.9537,1.5896,1.0639,1.5139,1.6060,1.3833,1.0412,
1.8405,1.2590,0.6934,1.0116,0.9691,1.5654,1.0640,1.5143,1.5995,1.3888,1.0240,
1.8402,1.2593,0.6832,1.0065,0.9856,1.5534,1.0641,1.5210,1.5946,1.3883,1.0061,
1.8402,1.2591,0.6807,1.0000,0.9998,1.5449,1.0640,1.5238,1.5906,1.3880,0.9944,
1.8406,1.2601,0.6765,0.9921,1.0151,1.5402,1.0636,1.5273,1.5894,1.3905,0.9804,
1.8397,1.2609,0.6729,0.9888,1.0292,1.5459,1.0637,1.5329,1.5848,1.3866,0.9687,
1.8399,1.2612,0.6739,0.9768,1.0402,1.5281,1.0634,1.5273,1.5844,1.3944,0.9643,
