0.2510, -0.2093, -0.4297, 0.3549, -0.0199
0.2500, -0.2103, -0.4287, 0.3559, -0.0189
0.2490, -0.2113, -0.4277, 0.3569, -0.0179
0.2480, -0.2123, -0.4267, 0.3578, -0.0169
0.2470, -0.2133, -0.4258, 0.3588, -0.0160
0.2460, -0.2143, -0.4248, 0.3598, -0.0150
0.2450, -0.2153, -0.4238, 0.3608, -0.0140
0.2440, -0.2163, -0.4229, 0.3618, -0.0130
0.2431, -0.2172, -0.4220, 0.3627, -0.0121
0.2422, -0.2182, -0.4210, 0.3637, -0.0112
0.2412, -0.2192, -0.4201, 0.3646, -0.0102
0.2403, -0.2201, -0.4192, 0.3655, -0.0094
0.2394, -0.2211, -0.4184, 0.3665, -0.0085
0.2384, -0.2220, -0.4175, 0.3674, -0.0076
0.2375, -0.2230, -0.4167, 0.3682, -0.0068
0.2366, -0.2239, -0.4160, 0.3691, -0.0061
0.2356, -0.2249, -0.4152, 0.3699, -0.0054
0.2347, -0.2259, -0.4145, 0.3708, -0.0048
0.2337, -0.2268, -0.4139, 0.3715, -0.0042
0.2328, -0.2278, -0.4132, 0.3723, -0.0036
0.2319, -0.2287, -0.4126, 0.3730, -0.0031
0.2310, -0.2296, -0.4121, 0.3737, -0.0026
0.2301, -0.2305, -0.4116, 0.3744, -0.0021
0.2292, -0.2314, -0.4111, 0.3750, -0.0018
0.2284, -0.2323, -0.4107, 0.3756, -0.0014
0.2275, -0.2332, -0.4104, 0.3761, -0.0012
0.2266, -0.2341, -0.4101, 0.3766, -0.0010
0.2257, -0.2350, -0.4099, 0.3770, -0.0008
0.2248, -0.2359, -0.4098, 0.3773, -0.0007
0.2239, -0.2368, -0.4098, 0.3776, -0.0008
0.2230, -0.2378, -0.4098, 0.3779, -0.0008
0.2221, -0.2387, -0.4099, 0.3781, -0.0009
0.2212, -0.2396, -0.4100, 0.3783, -0.0011
0.2203, -0.2405, -0.4101, 0.3785, -0.0012
0.2194, -0.2414, -0.4103, 0.3786, -0.0015
0.2185, -0.2423, -0.4105, 0.3787, -0.0018
0.2176, -0.2432, -0.4108, 0.3787, -0.0021
0.2167, -0.2441, -0.4110, 0.3787, -0.0024
0.2158, -0.2450, -0.4113, 0.3787, -0.0029
0.2149, -0.2459, -0.4117, 0.3787, -0.0033
0.2139, -0.2469, -0.4120, 0.3786, -0.0038
0.2130, -0.2478, -0.4124, 0.3785, -0.0043
0.2121, -0.2487, -0.4129, 0.3784, -0.0049
0.2112, -0.2496, -0.4134, 0.3782, -0.0055
0.2103, -0.2505, -0.4139, 0.3780, -0.0061
0.2095, -0.2514, -0.4144, 0.3779, -0.0067
0.2086, -0.2523, -0.4150, 0.3777, -0.0073
0.2078, -0.2532, -0.4155, 0.3775, -0.0079
0.2070, -0.2541, -0.4161, 0.3773, -0.0085
0.2061, -0.2550, -0.4168, 0.3769, -0.0092
0.2053, -0.2559, -0.4176, 0.3764, -0.0101
0.2043, -0.2569, -0.4184, 0.3758, -0.0110
0.2034, -0.2579, -0.4192, 0.3753, -0.0120
0.2025, -0.2589, -0.4200, 0.3747, -0.0129
0.2016, -0.2598, -0.4208, 0.3742, -0.0139
0.2007, -0.2608, -0.4216, 0.3737, -0.0148
0.1999, -0.2618, -0.4226, 0.3729, -0.0158
0.1991, -0.2628, -0.4236, 0.3721, -0.0169
0.1982, -0.2639, -0.4246, 0.3713, -0.0181
0.1974, -0.2649, -0.4257, 0.3705, -0.0192
0.1965, -0.2660, -0.4267, 0.3698, -0.0203
0.1957, -0.2670, -0.4276, 0.3693, -0.0213
0.1949, -0.2680, -0.4286, 0.3687, -0.0224
0.1941, -0.2691, -0.4296, 0.3680, -0.0235
0.1932, -0.2702, -0.4306, 0.3675, -0.0245
0.1924, -0.2712, -0.4316, 0.3670, -0.0256
0.1916, -0.2723, -0.4326, 0.3664, -0.0267
0.1908, -0.2734, -0.4336, 0.3657, -0.0278
0.1900, -0.2744, -0.4346, 0.3651, -0.0289
0.1892, -0.2755, -0.4356, 0.3646, -0.0300
0.1885, -0.2766, -0.4367, 0.3639, -0.0312
0.1878, -0.2777, -0.4378, 0.3631, -0.0324
0.1872, -0.2788, -0.4388, 0.3624, -0.0337
0.1865, -0.2799, -0.4400, 0.3616, -0.0350
0.1858, -0.2810, -0.4411, 0.3607, -0.0363
0.1850, -0.2822, -0.4422, 0.3599, -0.0376
0.1843, -0.2833, -0.4433, 0.3591, -0.0389
0.1837, -0.2845, -0.4445, 0.3582, -0.0402
0.1830, -0.2857, -0.4458, 0.3571, -0.0416
0.1824, -0.2868, -0.4470, 0.3560, -0.0430
0.1818, -0.2880, -0.4482, 0.3549, -0.0445
0.1814, -0.2892, -0.4495, 0.3536, -0.0460
0.1809, -0.2903, -0.4509, 0.3524, -0.0474
0.1803, -0.2915, -0.4521, 0.3513, -0.0489
0.1798, -0.2928, -0.4534, 0.3503, -0.0504
0.1792, -0.2940, -0.4546, 0.3492, -0.0519
0.1787, -0.2952, -0.4559, 0.3482, -0.0533
0.1785, -0.2963, -0.4573, 0.3468, -0.0549
0.1782, -0.2975, -0.4587, 0.3456, -0.0565
0.1780, -0.2987, -0.4601, 0.3443, -0.0582
0.1778, -0.2999, -0.4614, 0.3431, -0.0598
0.1775, -0.3011, -0.4628, 0.3419, -0.0614
0.1774, -0.3024, -0.4642, 0.3406, -0.0631
0.1774, -0.3036, -0.4656, 0.3394, -0.0647
0.1775, -0.3048, -0.4671, 0.3381, -0.0664
0.1776, -0.3060, -0.4686, 0.3368, -0.0681
0.1777, -0.3073, -0.4701, 0.3354, -0.0698
0.1778, -0.3085, -0.4716, 0.3342, -0.0715
0.1776, -0.3099, -0.4730, 0.3332, -0.0732
0.1778, -0.3112, -0.4744, 0.3320, -0.0749
0.1778, -0.3126, -0.4758, 0.3309, -0.0766
0.1781, -0.3139, -0.4773, 0.3297, -0.0783
0.1782, -0.3153, -0.4787, 0.3286, -0.0801
0.1783, -0.3167, -0.4801, 0.3276, -0.0818
0.1783, -0.3181, -0.4815, 0.3267, -0.0836
0.1787, -0.3195, -0.4830, 0.3255, -0.0853
