0.673384,
1.182282,
-0.798317,
-0.029968,
0.646047,
1.152595,
-0.828153,
-0.058174,
0.644235,
1.147746,
-0.829209,
-0.055538,
0.651205,
1.160331,
-0.815075,
-0.040804,
0.665608,
1.179558,
-0.802910,
-0.020575,
0.684995,
1.201342,
-0.784306,
0.001355,
0.703255,
1.225388,
-0.765727,
0.022842,
0.721945,
1.247492,
-0.747700,
0.046896,
0.741424,
1.270513,
-0.729313,
0.071813,
0.759786,
1.294177,
-0.711695,
0.097789,
0.776081,
1.315998,
-0.695855,
0.121509,
0.790608,
1.334521,
-0.681533,
0.142287,
0.804021,
1.353209,
-0.668558,
0.162088,
0.814299,
1.367290,
-0.656456,
0.175766,
0.823243,
1.377100,
-0.646097,
0.187620,
0.828142,
1.373223,
-0.645184,
0.189376,
0.834232,
1.378656,
-0.643148,
0.195939,
0.839936,
1.384708,
-0.641205,
0.203852,
0.831839,
1.396392,
-0.650491,
0.209360,
0.824726,
1.408380,
-0.658925,
0.215414,
0.817979,
1.419566,
-0.667292,
0.223041,
0.811684,
1.431633,
-0.674358,
0.232430,
0.805825,
1.441969,
-0.680871,
0.240431,
0.800194,
1.451261,
-0.687346,
0.246099,
0.795053,
1.459811,
-0.693362,
0.251695,
0.790520,
1.468535,
-0.698657,
0.256562,
0.786481,
1.477845,
-0.703153,
0.264683,
0.781729,
1.485157,
-0.708534,
0.270828,
0.777917,
1.491600,
-0.713148,
0.276857,
0.774907,
1.499435,
-0.716109,
0.284642,
0.769292,
1.503275,
-0.720944,
0.285009,
0.764202,
1.512164,
-0.718264,
0.291322,
0.759750,
1.525360,
-0.713229,
0.301680,
0.755968,
1.540242,
-0.709584,
0.314412,
0.751972,
1.557715,
-0.706777,
0.327993,
0.747589,
1.570438,
-0.704982,
0.338266,
0.749940,
1.586818,
-0.694240,
0.353447,
0.751707,
1.599793,
-0.684910,
0.365379,
0.753736,
1.607485,
-0.676277,
0.371867,
0.756079,
1.614667,
-0.667934,
0.378001,
0.757105,
1.621227,
-0.661527,
0.382559,
0.759776,
1.630316,
-0.653760,
0.390567,
0.762164,
1.638930,
-0.646828,
0.398002,
0.764291,
1.647949,
-0.640393,
0.406423,
0.764581,
1.654309,
-0.636203,
0.410975,
0.764082,
1.659490,
-0.633536,
0.414839,
0.764797,
1.659298,
-0.629925,
0.414097,
0.764990,
1.656626,
-0.626839,
0.414884,
0.765123,
1.654543,
-0.624056,
0.415459,
0.764583,
1.649328,
-0.623666,
0.411145,
0.764197,
1.644699,
-0.622852,
0.406958,
0.765131,
1.642946,
-0.620934,
0.405500,
0.767590,
1.644016,
-0.617221,
0.408169,
0.771756,
1.647725,
-0.609910,
0.419860,
0.776006,
1.650735,
-0.601929,
0.431709,
0.779342,
1.653604,
-0.594892,
0.440391,
0.783144,
1.657538,
-0.588154,
0.449564,
0.787240,
1.663590,
-0.581199,
0.459652,
0.790670,
1.668731,
-0.575091,
0.467085,
0.792611,
1.673681,
-0.571428,
0.466927,
0.795043,
1.681812,
-0.565123,
0.469523,
0.797087,
1.686045,
-0.559619,
0.468600,
0.803119,
1.691390,
-0.551237,
0.481789,
0.808990,
1.696411,
-0.543432,
0.491691,
0.813888,
1.702175,
-0.536903,
0.500349,
0.817053,
1.705078,
-0.532025,
0.506257,
0.821363,
1.711125,
-0.525420,
0.515446,
0.824683,
1.715185,
-0.520997,
0.521675,
0.827439,
1.718162,
-0.517229,
0.526844,
0.829715,
1.718249,
-0.513699,
0.528683,
0.833211,
1.721463,
-0.508268,
0.532595,
0.835231,
1.721398,
-0.505222,
0.529742,
0.837511,
1.721017,
-0.502182,
0.527339,
0.839541,
1.719572,
-0.499527,
0.524452,
0.841019,
1.717000,
-0.497381,
0.521009,
0.841816,
1.713893,
-0.495645,
0.517059,
0.842498,
1.710727,
-0.494238,
0.513045,
0.843548,
1.708454,
-0.492393,
0.510521,
0.844342,
1.706409,
-0.490808,
0.508249,
0.845052,
1.706653,
-0.489987,
0.507111,
0.845445,
1.706538,
-0.489392,
0.505738,
0.844452,
1.705560,
-0.490786,
0.503415,
0.844141,
1.705175,
-0.491167,
0.502542,
0.844193,
1.705552,
-0.490967,
0.502304,
0.844089,
1.705675,
-0.490713,
0.501789,
0.843445,
1.705348,
-0.491228,
0.500199,
0.841492,
1.692872,
-0.492482,
0.489978,
0.840305,
1.682620,
-0.493337,
0.482152,
0.840572,
1.677380,
-0.492901,
0.477614,
0.840468,
1.672207,
-0.492963,
0.473070,
0.840424,
1.667945,
-0.492991,
0.469469,
0.840213,
1.663801,
-0.493253,
0.465907,
0.840415,
1.661961,
-0.493070,
0.463516,
0.840557,
1.660350,
-0.492934,
0.461348,
0.840757,
1.658403,
-0.492980,
0.459280,
0.843834,
1.654774,
-0.491690,
0.458074,
0.847093,
1.653228,
-0.490229,
0.458014,
0.850440,
1.652403,
-0.488643,
0.458484,
0.853830,
1.651913,
-0.486962,
0.459079,
0.857085,
1.651680,
-0.485250,
0.459789,
